set_num,name,year,theme_id,num_parts
5004402-1,Duplo Wall Stickers,2014,501,0
5004403-1,City Playmat,2016,501,0
5004404-1,Police Chase,2016,52,40
5004406-1,First Order General,2016,158,4
5004408-1,Rebel A-wing Pilot,2016,158,5
5004409-1,Bionicle 2016 Accessory Pack,2016,324,5
5004419-1,Classic Knights Minifigure,2016,199,45
5004420-1,Toy Soldier,2016,227,34
5004421-1,Musicians Minifigure Collection,2016,535,17
5004422-1,Warriors Minifigure Collection,2016,535,17
5004430-1,MoreToMath 1-2 Combo Pack,2015,507,0
5004435-1,MoreToMath 1-2 Package - 30 Students,2015,507,0
5004437-1,2016 Wall Calendar,2015,501,0
5004452-1,StoryStarter Space Expansion Pack - 30 Students,2016,507,0
5004458-1,Tribe Packs,2015,571,0
5004459-1,Protector of Fire 鈥?Power Up,2015,324,0
5004460-1,Strainor vs Flinx,2015,571,0
5004461-1,Swamp Police and Crooks,2015,52,0
5004462-1,Protector of Ice 鈥?Power Up,2015,324,0
5004463-1,Protector of Jungle 鈥?Power Up,2015,324,0
5004464-1,Vet Collection,2015,494,0
5004465-1,Protector of Stone 鈥?Power Up,2015,324,0
5004466-1,Protector of Earth 鈥?Power Up,2015,324,0
5004467-1,Protector of Water 鈥?Power Up,2015,324,0
5004468-1,Easter Minifigure,2016,229,4
5004534-1,Jungle Cole Alarm Clock,2015,501,0
5004535-1,Jungle Kai Alarm Clock,2015,501,0
5004540-1,Zane Buildable Watch,2015,501,30
5004544-1,City Fireman Alarm Clock,2015,501,0
5004549-1,Mixels Collection 4,2015,580,0
5004550-1,Speed Champions Collection,2015,601,0
5004551-1,Glowkies,2015,580,0
5004552-1,Super Heroes Avengers Collection,2015,702,0
5004553-1,Infernites,2015,580,0
5004554-1,Ultra Agents Collection,2015,303,0
5004556-1,Orbitons,2015,580,0
5004557-1,Pirates Collection,2015,154,0
5004558-1,Pirates Collection 2,2015,154,0
5004559-1,Speed Champions Collection 2,2015,601,0
5004565-1,StoryStarter Community Expansion Set and Curriculum Pack,2015,507,0
5004566-1,StoryStarter Fairy Tale Expansion Set and Curriculum Pack,2015,507,0
5004567-1,StoryStarter Space Expansion Set and Curriculum Pack,2015,507,0
5004568-1,Community Transportation Center Pack,2015,516,0
5004569-1,Playful Learning Center Pack,2015,516,0
5004570-1,Creative Builder Center Pack,2015,516,0
5004571-1,Create & Play Center Pack,2015,516,0
5004572-1,Ninjago: Rebooted: Fall of the Golden Master (DVD),2015,501,0
5004573-1,Athletes Minifigure Collection,2016,535,20
5004574-1,Cops & Robbers Minifigure collection,2016,535,17
5004589-1,Legends of Chima: Quest for the Legend Beasts (DVD),2015,501,0
5004590-1,Bat Pod,2015,697,338
5004591-1,Star Wars Episode IV Poster,2015,501,0
5004600-1,Wonder Woman Alarm Clock,2015,501,0
5004601-1,Wonder Woman Buildable Watch,2015,501,0
5004602-1,Batman Buildable Watch,2015,501,0
5004603-1,Superman Buildable Watch,2015,501,0
5004604-1,Classic Buildable Watch [Blue],2015,501,0
5004605-1,Boba Fett Minifigure Watch,2015,501,34
5004606-1,Darth Maul Buildable Watch with Toy,2015,501,32
5004607-1,Darth Vader Buildable Watch,2015,501,36
5004608-1,Luke Skywalker Buildable Watch with Toy,2015,501,22
5004609-1,Stormtrooper Buildable Watch with Toy,2015,501,29
5004610-1,Yoda Buildable Watch with Toy,2015,501,29
5004611-1,Emmet Buildable Watch,2014,501,24
5004720-1,Ninjago: Shadow of Ronin - PS Vita,2016,501,0
5004721-1,Ninjago: Shadow of Ronin - 3DS,2016,501,0
5004735-1,Space Port Collection,2015,52,0
5004736-1,Space Port Shuttle Collection,2015,52,0
5004737-1,Deep Sea Explorers Collection,2015,52,0
5004741-1,Mixels Collection 5,2015,580,0
5004742-1,Star Wars Episode V Poster,2015,501,0
5004743-1,Klinkers,2015,580,0
5004744-1,Lixers,2015,580,0
5004745-1,Star Wars Episode II Poster,2015,501,0
5004745-2,Star Wars Episode I Poster,2015,501,0
5004745-3,Star Wars Episode VI Poster,2015,501,0
5004746-1,Star Wars Episode III Poster,2015,501,0
5004750-1,Kai Key Light,2015,503,0
5004751-1,Wonder Woman Key Light,2015,503,0
5004752-1,Boba Fett Key Light,2015,503,0
5004796-1,Jay Key Light,2015,503,0
5004797-1,The Joker Key Light,2014,503,0
5004798-1,Star Wars: The Dark Side,2014,497,5
5004799-1,Architecture: The Visual Guide,2014,497,0
5004803-1,Ninjago: Nindroids Attack!,2014,497,7
5004805-1,Jurassic World  - 3DS,2015,501,0
5004806-1,Jurassic World - PS3,2015,501,0
5004807-1,Jurassic World - Wii U,2015,501,0
5004808-1,Jurassic World - Xbox 360,2015,501,0
5004809-1,Pop Star Collection,2015,494,0
5004810-1,Scooby-Doo Collection,2015,603,0
5004815-1,Ultimate Spider-man Collection,2015,706,0
5004816-1,Batman Collection,2015,697,0
5004817-1,Possession 2 in 1 Collection,2015,435,0
5004818-1,Minecraft Collection,2015,577,0
5004819-1,Elves Collection,2015,600,0
5004820-1,Doc McStuffins Collection,2015,648,0
5004822-1,Buildable Figures Collection,2015,158,0
5004830-1,WeDo 2.0 ReadyGo 8-Student Pack,2016,521,0
5004831-1,WeDo 2.0 ReadyGo 12-Student Pack,2016,521,0
5004832-1,WeDo 2.0 ReadyGo 16-Student Pack,2016,521,0
5004833-1,WeDo 2.0 ReadyGo 24-Student Pack,2016,521,0
5004837-1,WeDo 2.0 YouCreate Package - 24 Students,2016,521,0
5004838-1,WeDo 2.0 Add-On Power Pack,2016,521,2
5004849-1,Legends of Chima: Legend of the Fire CHI - DVD,2015,501,0
5004851-1,Friends: Friends Together Again (DVD),2015,501,0
5004852-1,Friends: The Adventure Guide,2015,497,6
5004853-1,Star Wars Character Encyclopedia: Updated and Expanded,2015,497,6
5004854-1,Star Wars in 100 Scenes,2015,497,0
5004855-1,Awesome Ideas,2015,497,0
5004868-1,Munchos,2015,580,0
5004869-1,Glorp Corp,2015,580,0
5004870-1,Weldos,2015,580,0
5004876-1,Medivals,2016,580,0
5004877-1,Mixies,2016,580,0
5004878-1,MCPD,2016,580,0
5004881-1,Pyrratz,2016,580,0
5004882-1,MCFD,2016,580,0
5004883-1,Medix,2016,580,0
5004890-1,Minifigure Display Case 8 - Red,2015,501,8
5004891-1,Newzers,2016,580,0
5004892-1,Minifigure Display Case 16 (Red),2015,501,16
5004892-2,Nindjas,2016,580,0
5004893-1,Trashoz,2016,580,0
5004894-1,Storage Brick Multi-Pack,2015,501,0
5004895-1,Storage Brick Multi-Pack,2015,501,0
5004896-1,Square Drinking Bottle (Blue),2015,501,0
5004897-1,Square Drinking Bottle (Red),2015,501,0
5004899-1,Star Wars: The New Yoda Chronicles (DVD),2015,501,0
5004906-1,Great LEGO Sets: A Visual History,2015,497,0
5004911-1,Crafting Kit,2017,605,4
5004913-1,Nexo Knights Collector Case,2017,501,8
5004914-1,Armor Pod,2017,605,25
5004915-1,Master Wu Key Chain,2017,503,0
5004916-1,Kai's Dojo Pod,2017,616,37
5004920-1,Ski Pod,2017,494,23
5004928-1,Kiss Kiss Tuxedo Batman,2017,503,0
5004929-1,Batman Battle Pod,2017,708,28
5004930-1,Accessory Pack,2017,708,39
5004931-1,Birthday Card,2017,206,20
5004932-1,My Travel Companion,2017,301,41
5004933-1,Build to Learn,2017,507,41
5004934-1,Christmas Ornament,2017,227,66
5004936-1,Iconic Cave,2017,535,11
5004938-1,Ninjago Minifigure Collection,2017,435,29
5004939-1,The LEGO Batman Movie Minifigure Collection,2017,535,27
5004940-1,City Jungle Minifigure Collection,2017,535,21
5004941-1,Classic Minifigure Collection,2017,535,18
5004942-1,A LEGO Brickumentary (DVD),2015,501,0
5005008-1,Star Wars: Small Scenes from a Big Galaxy,2015,497,0
5005011-1,Anakin Skywalker Buildable Watch with Toy,2016,501,34
5005013-1,Boba Fett Minifigure Link Watch,2015,501,0
5005029-1,Star Wars: The Power Of The Sith Activity Book,2015,497,0
5005030-1,Star Wars: Spot The Spy Droid,2014,497,22
5005032-1,Darth Vader Buildable Watch,2016,501,0
5005040-1,I Love That Minifigure,2015,497,7
5005042-1,Ninjago Luggage Tag,2016,501,0
5005043-1,City Luggage Tag,2016,501,0
5005044-1,EV3 How to Start Leaflet,2016,518,0
5005047-1,Nexo Knights Character Poster,2016,501,0
5005051-1,Friends: Girlz 4 Life (DVD),2016,501,0
5005054-1,Let's Build Social Skills Together Pack,2016,516,0
5005057-1,Marvel Avengers - Xbox 360,2016,501,0
5005058-1,Marvel Avengers - Wii U,2016,501,0
5005059-1,Marvel Avengers - PS3,2016,501,0
5005060-1,Marvel Avengers - 3DS,2016,501,0
5005061-1,Star Wars: Droid Tales (DVD),2016,501,0
Jan-05,Battery Box 4.5V,1987,443,1
5005103-1,EV3 Comprehensive Solution (8 Student Pack),2017,518,0
5005107-1,Buildable Ruler,2016,501,28
5005108-1,Round Eraser Set (Blue and Yellow),2016,501,0
5005109-1,3 Gel Pens,2016,501,0
5005110-1,Pencil Box,2016,501,2
5005111-1,9 Pencils,2016,501,2
5005112-1,Pencil Sharpeners,2016,501,0
5005113-1,Aaron Alarm Clock,2016,501,0
5005114-1,Aaron Buildable Watch,2017,501,0
5005115-1,Clay Alarm Clock,2016,501,0
5005116-1,Clay Buildable Watch,2017,501,0
5005117-1,Jay Alarm Clock,2016,501,0
5005118-1,Lloyd Alarm Clock,2016,501,0
5005119-1,Jay Buildable Watch,2017,501,0
5005120-1,Lloyd Buildable Watch,2017,501,0
5005121-1,Kai Alarm Clock,2016,501,0
5005122-1,Kai Buildable Watch,2017,501,0
5005134-1,Star Wars Episode VII Poster,2016,501,0
5005136-1,Star Wars: The Force Awakens Deluxe Edition - PS4,2016,501,0
5005137-1,Star Wars: The Force Awakens - Xbox 360,2016,501,0
5005138-1,Star Wars: The Force Awakens Deluxe Edition - Xbox One,2016,501,0
5005139-1,Star Wars: The Force Awakens - PS4,2016,501,0
5005140-1,Star Wars: The Force Awakens - Xbox One,2016,501,0
5005141-1,Star Wars: The Force Awakens - Wii U,2016,501,0
5005144-1,Journal Band (White),2016,501,1
5005145-1,Stationery Organizer,2016,501,1
5005146-1,9 Gel Pens,2016,501,0
5005147-1,9 Markers,2016,501,0
5005148-1,9 Colored Pencils,2016,501,2
5005149-1,Star Wars: Ultimate Factivity Collection,2016,497,0
5005156-1,Gingerbread Man,2016,227,3
5005159-1,Star Wars: Build Your Own Adventure,2016,497,73
5005160-1,Stationery Kit,2016,501,0
5005165-1,Star Wars: Chronicles of the Force,2016,497,3
5005166-1,Ninjago: Character Encyclopedia: Updated and Expanded,2016,497,9
5005167-1,Stormtrooper Buildable Watch,2017,501,0
5005168-1,Jay Costume,2018,501,0
5005171-1,Nya Costume,2018,501,0
5005172-1,Lloyd Costume,2018,501,0
5005173-1,Kai Costume,2018,501,0
5005174-1,City: Build Your Own Adventure,2016,497,99
5005175-1,Batman Hydration Bottle,2017,501,0
5005177-1,Square Drinking Bottle (Black),2015,501,0
5005182-1,Nexo Knights: Season 1 (DVD),2016,501,0
5005205-1,VIP Key Chain,2013,503,0
5005207-1,Batman Lunch Set,2017,501,0
5005208-1,The LEGO Batman Movie Collector Box,2017,501,0
5005209-1,Minifigure Display Case (The LEGO Batman Movie),2017,501,16
5005212-1,Darth Vader and Boba Fett Buildable Watch with Toy,2017,501,40
5005213-1,Early Language and Literacy Pack,2016,516,0
5005214-1,Introduction to Math and Literacy Pack,2016,516,0
5005215-1,Early Math and Science Pack,2016,516,0
5005216-1,Minifigures Pack,2016,507,0
5005217-1,Death Star Ultimate Kit,2016,158,0
5005219-1,Batman Buildable Watch,2017,501,0
5005220-1,Robin Buildable Watch,2017,501,0
5005221-1,2017 Wall Calendar,2016,501,0
5005222-1,Batman Alarm Clock,2017,501,0
5005223-1,Robin Alarm Clock,2017,501,0
5005224-1,Batgirl Buildable Watch,2017,501,0
5005226-1,Batgirl Alarm Clock,2017,501,0
5005227-1,The Joker Buildable Watch,2017,501,0
5005228-1,Harley Quinn Alarm Clock,2017,501,0
5005229-1,The Joker Alarm Clock,2017,501,0
5005230-1,Zane's Kendo Training Pod,2018,435,28
5005231-1,Training Kit,2018,435,0
5005233-1,Hamleys Royal Guard,2017,535,5
5005236-1,Friends Clubhouse,2018,494,29
5005237-1,Friendship Rings,2018,494,31
5005238-1,Pet Go-Kart Racers,2018,494,60
5005239-1,Castle Room,2018,625,50
5005244-1,Teen Groot Key Chain,2018,503,0
5005249-1,Easter Bunny Hut,2018,229,6
5005250-1,Party Banana Juice Bar,2018,535,5
5005251-1,Penguin Winter Hut,2018,535,6
5005253-1,Reindeer Head,2018,227,28
5005254-1,Harry Potter Minifigure Collection,2018,535,25
5005255-1,Jurassic World Minifigure Collection,2018,535,18
5005256-1,Marvel Super Heroes Minifigure Collection,2018,535,23
5005257-1,Ninjago Minifigure Collection,2018,535,25
5005260-1,2017 Colorable Wall Calendar,2016,501,0
5005270-1,EV3 Science Add-On Pack,2017,518,0
5005272-1,Our Community Pack,2018,516,0
5005273-1,Batman Luggage Tag,2017,501,0
5005295-1,Pencils with Toppers,2017,501,2
5005296-1,Harley Quinn Luggage Tag,2017,501,0
5005297-1,3 Book Markers,2017,501,0
5005298-1,BB-8 Key Light,2017,503,0
5005299-1,Batgirl Key Light,2017,503,0
5005300-1,The Joker Key Light,2017,503,0
5005301-1,Harley Quinn Key Light,2017,503,0
5005317-1,Easter Bunny Batman Key Light,2017,503,0
5005318-1,365 Things to Do with LEGO Bricks,2016,497,0
5005319-1,The Batman Movie: The Essential Guide,2016,497,0
5005320-1,Batman Prestige Costume,2017,501,0
5005321-1,Batgirl Prestige Costume,2017,501,0
5005322-1,Chewbacca Buildable Watch with Toy,2017,501,28
5005323-1,Marvel Super Heroes: Universe in Peril - DS,2013,501,0
5005325-1,LEGO Logo Shopping Bag,2017,501,0
5005326-1,Canvas Tote Bag,2017,501,0
5005331-1,Batman Key Light,2017,503,0
5005341-1,First Order Stormtrooper Key Light,2017,503,0
5005343-1,Pop-Up: A Journey Through the LEGO Universe,2016,497,0
5005344-1,Factastic: A LEGO Adventure in the Real World,2019,497,0
5005345-1,The LEGO Batman Movie Ultimate Vehicle Kit,2017,708,0
5005346-1,LEGO Batman Movie Robin Poster,2017,501,0
5005347-1,LEGO Batman Movie Batgirl Poster,2017,501,0
5005348-1,LEGO Batman Movie Batman Poster,2017,501,0
5005349-1,LEGO Batman Movie Harley Quinn Poster,2017,501,0
5005351-1,Brick Print Heritage Backpack (Pink/Purple),2017,501,0
5005352-1,Cinch Bucket (Blue),2017,501,0
5005353-1,Cinch Bucket (Red),2017,501,0
5005354-1,Brick Print Lunch Bag (Pink/Purple),2017,501,0
5005355-1,Brick Print Lunch Bag (Red/Blue),2017,501,0
5005356-1,Brick Print Heritage Backpack (Red/Blue),2017,501,0
5005358-1,Minifigure Factory,2018,598,85
5005359-1,Minifigure Collector Frame,2018,598,55
5005360-1,Star Wars: The Freemaker Adventures - Complete Season One,2016,501,0
5005364-1,City Undercover - Xbox One,2017,501,0
5005365-1,City Undercover - PS4,2017,501,0
5005366-1,Worlds - PS4,2017,501,0
5005367-1,Kai Alarm Clock,2017,501,0
5005368-1,Lloyd Alarm Clock,2017,501,0
5005369-1,Kai Buildable Watch,2017,501,0
5005370-1,Lloyd Buildable Watch,2017,501,0
5005371-1,Ninjago: Skybound: Season 6 (DVD),2017,501,0
5005372-1,Worlds - Xbox One,2017,501,0
5005373-1,City Undercover - Nintendo Switch,2017,501,0
5005375-1,Minifigure Display Case 16 (Black),2017,501,16
5005376-1,Darth Vader,2018,158,37
5005378-1,Star Wars: The Amazing Book of LEGO Star Wars,2018,497,0
5005379-1,DC Comics Super Heroes: The Awesome Guide,2017,497,5
5005380-1,Robin Luggage Tag,2017,501,0
5005381-1,Batgirl Luggage Tag,2017,501,0
5005382-1,Easter Bunny Batman Luggage Tag,2017,501,0
5005388-1,Nya Minifigure Key Light,2017,503,0
5005392-1,Kai Minifigure Key Light,2017,503,0
5005394-1,Jay Minifigure Key Light,2017,503,0
5005396-1,Construction Worker Mask,2017,501,0
5005399-1,Storage Brick Drawer 2 x 4 (All Colors),2017,501,0
5005403-1,Storage Brick Drawer 2 x 2 (All Colors),2017,501,0
5005404-1,The LEGO Ninjago Movie Sorting Box,2018,501,0
5005405-1,The LEGO Ninjago Movie Small Storage Box,2018,501,0
5005406-1,Ninjago Movie Play & Display Case,2018,501,6
5005408-1,Summer Fun Kit,2017,52,0
5005409-1,Summer Fun Kit,2017,494,0
5005410-1,Ultimate Mech Kit,2017,616,0
5005411-1,Jay Battle Kit,2017,616,0
5005412-1,Nya Battle Kit,2017,616,0
5005413-1,The Ninjago Movie Bow & Arrow,2017,501,0
5005414-1,The Ninjago Movie Hammer,2017,501,0
5005415-1,The Ninjago Movie Spear,2017,501,0
5005416-1,The Ninjago Movie Nunchucks,2017,501,0
5005417-1,The Ninjago Movie Katana,2017,501,0
5005424-1,The Ninjago Movie Sword,2017,501,0
5005425-1,Iconic Yellow Hands,2017,501,0
5005426-1,Cowgirl Mask,2017,501,0
5005427-1,Police Officer Mask,2017,501,0
5005428-1,Firefighter Mask,2017,501,0
5005429-1,Pick a Brick Box,2018,501,0
5005431-1,Visit Ninjago City Poster,2017,501,0
5005432-1,Ninjago: Hands of Time: Season 7 (DVD),2017,501,0
5005433-1,The Ninjago Movie Video Game - Nintendo Switch,2017,501,0
5005434-1,The Ninjago Movie Video Game - Xbox One,2017,501,0
5005435-1,The Ninjago Movie Video Game - PS4,2017,501,0
5005443-1,Millennium Falcon Poster,2017,501,0
5005444-1,Millennium Falcon Poster,2017,501,0
5005445-1,Millennium Falcon Poster,2017,501,0
5005469-1,Absolutely Everything You Need to Know,2017,497,4
5005470-1,BB-8 Buildable Watch,2017,501,0
5005471-1,Yoda Minifigure Link Watch,2019,501,0
5005472-1,Kylo Ren Buildable Watch,2017,501,0
5005474-1,Stormtrooper Buildable Watch,2017,501,0
5005509-1,Brick Pouch (Red),2018,501,0
5005510-1,Brick Pouch (Pink),2018,501,0
5005511-1,Brick Pouch (Orange),2018,501,0
5005512-1,Brick Pouch (Green),2018,501,0
5005513-1,Brick Pouch (Blue),2018,501,0
5005514-1,Brick Pouch (Black),2018,501,0
5005515-1,Brick Lunch Bag (Yellow),2018,501,0
5005516-1,Brick Lunch Bag (Orange),2018,501,0
5005517-1,Brick Lunch Bag (Navy),2018,501,0
5005518-1,Brick Lunch Bag (Gray),2018,501,0
5005519-1,Brick Lunch Bag (Green),2018,501,0
5005520-1,Brick Backpack (Yellow),2018,501,0
5005521-1,Brick Backpack (Orange),2018,501,0
5005522-1,Storage Head S (Girl),2020,501,0
5005523-1,Brick Backpack (Navy),2018,501,0
5005524-1,Brick Backpack (Gray),2018,501,0
5005525-1,Brick Backpack (Green),2018,501,0
5005526-1,Blue Print Heritage Classic Backpack,2019,501,0
5005527-1,Storage Head L (Girl),2018,501,0
5005528-1,Storage Head L (Boy),2018,501,0
5005529-1,Storage Head S (Boy),2019,501,0
5005530-1,Brick Lunch Bag (Pink),2018,501,0
5005531-1,Brick Lunch Bag (Blue),2018,501,0
5005532-1,Brick Lunch Bag (Red),2018,501,0
5005533-1,Brick Lunch Bag (Black),2018,501,0
5005534-1,Brick Backpack (Pink),2018,501,0
5005535-1,Brick Backpack (Blue),2018,501,0
5005536-1,Brick Backpack (Red),2018,501,0
5005537-1,Brick Backpack (Black),2018,501,0
5005538-1,4-Piece Organizer Tote and Playmat,2018,501,0
5005539-1,Brick Pouch (Yellow),2018,501,0
5005542-1,Luggage Tag (2 x 4 Red),2017,501,0
5005543-1,Luggage Tag (2 x 4 Blue),2017,501,0
5005552-1,NINJAGO Easter Bundle,2018,435,0
5005553-1,Friends Easter Bundle,2018,494,0
5005554-1,City Easter Bundle,2018,52,0
5005570-1,The LEGO Ninjago Movie (Blu-Ray + DVD + Digital),2018,501,0
5005571-1,The LEGO Ninjago Movie (DVD),2018,501,0
5005573-1,The Hulkbuster: Ultron Edition Art Print,2018,501,1
5005574-1,The Hulkbuster: Ultron Edition Black & White Art Print,2018,501,1
5005577-1,Star Wars: The Freemaker Adventures: Season Two [DVD],2018,501,0
5005578-1,Pencils,2019,501,0
5005579-1,Erasers (Minifigure Heads),2018,501,0
5005580-1,Luggage Tag (Banana Guy),2018,501,0
5005581-1,Erasers (Bricks),2018,501,0
5005582-1,Luggage Tag (Hot Dog Guy),2018,501,0
5005584-1,Building a Dream,2018,497,0
5005587-1,Minifigure Beach Tote,2018,501,0
5005606-1,Minifigures: Mix & Match,2019,497,0
5005607-1,"Picture Book: I'm Fun, Too!",2018,497,0
5005608-1,Science: A LEGO Adventure in the Real World,2018,497,2
5005609-1,Fireman Buildable Watch with Toy,2018,501,4
5005610-1,Classic Buildable Watch (Adult Pink),2017,501,25
5005611-1,Police Officer Buildable Watch,2018,501,0
5005613-1,Olivia Buildable Watch,2018,501,0
5005614-1,Emma Buildable Watch,2018,501,0
5005616-1,Stephanie Buildable Watch,2018,501,0
5005617-1,Luggage Tag (Girl),2019,501,0
5005618-1,Luggage Tag (Boy),2019,501,0
5005620-1,Luggage Tag (2 x 4 Lavender),2018,501,0
5005623-1,Luggage Tag (2 x 4 Azure),2019,501,0
5005624-1,UCS Y-Wing Blueprint Poster,2018,501,0
5005625-1,Pencils + Topper,2018,501,1
5005626-1,Jurassic World Blue Buildable Watch,2018,501,0
5005629-1,Chain Reactions,2015,497,40
5005630-1,Iconic Big Storage Bucket,2019,501,0
5005631-1,"Ninjago: How to Draw Ninjas, Villains, and More!",2017,497,0
5005632-1,Crazy Action Contraptions (Klutz) Vol. 2,2008,498,112
5005633-1,Gadgets,2018,498,58
5005634-1,Storage Head L (Skeleton Skull),2018,501,0
5005654-1,"Star Wars: Choose Your Path, Be The Hero, Discover The Galaxy!",2018,497,3
5005655-1,Disney Princess: Build Your Own Adventure,2018,497,83
5005656-1,Ninjago: Build Your Own Adventure: Greatest Ninja Battles,2018,497,72
5005657-1,Braille DUPLO Farm,2018,497,0
5005659-1,Star Wars: Ideas Book,2018,497,0
5005664-1,Spooky!: Ultimate Sticker Collection,2014,497,0
5005665-1,License To Build,2018,501,0
5005666-1,Animal Atlas,2018,497,60
5005667-1,Ghost Key Light,2014,503,0
5005668-1,Skeleton Key Light,2018,503,0
5005674-1,Ninjago: Ultimate Sticker Collection,2018,497,0
5005678-1,Harry Potter: Witches and Wizards Character Handbook,2018,497,0
5005679-1,Long Sleeve Shirt - Minifigure Head,2019,501,0
5005689-1,Hoodie (Dark Blue),2019,501,0
5005690-1,Kai Alarm Clock,2018,501,0
5005691-1,Lloyd Alarm Clock,2018,501,0
5005692-1,Kai Buildable Watch,2018,501,0
5005693-1,Lloyd Buildable Watch,2018,501,0
5005695-1,Ninjago: Ninja vs. Dragon Hunters,2018,497,12
5005697-1,Countdown to Christmas,2018,497,1
5005698-1,Emmet Alarm Clock,2019,501,0
5005699-1,Wyldstyle Alarm Clock,2019,501,0
5005700-1,Emmet Buildable Watch,2019,501,0
5005701-1,Unikitty Buildable Watch,2019,501,4
5005703-1,Wyldstyle Buildable Watch,2019,501,0
5005704-1,Star Wars Surprise Box,2018,158,0
5005705-1,Hot Dog Guy Key Light,2019,503,0
5005706-1,Banana Guy Key Light,2019,503,0
5005722-1,Early Learning Bundle (Center),2018,516,0
5005730-1,DC Comics Super Heroes: Visual Dictionary,2018,497,5
5005731-1,City: Busy Word Book,2019,497,0
5005733-1,Batman Luggage Tag,2019,501,0
5005734-1,Emmet Luggage Tag,2019,501,0
5005735-1,Sweet Mayhem Luggage Tag,2019,501,0
5005736-1,Unikitty Luggage Tag,2019,501,0
5005737-1,Unikitty Night Light,2019,501,0
5005738-1,Sticker Roll,2019,501,1
5005739-1,Batman Key Light,2019,503,0
5005740-1,Emmet Key Light,2019,503,0
5005741-1,Unikitty Key Light,2019,503,0
5005747-1,Black VIP Frame (Card Display),2018,598,42
5005749-1,Adventures in the Arctic Collection,2018,52,0
5005750-1,Farm Fun Collection,2018,632,0
5005751-1,Adventures in Heartlake City Collection,2018,494,0
5005752-1,Diesels and Dragons Collection,2018,435,0
5005753-1,Infinity Stone Conquest Bundle,2018,702,0
5005754-1,Life of Luke Skywalker Collection,2018,158,0
5005757-1,Bunny Suit Guy Key Light,2019,503,0
5005761-1,The LEGO Movie 2 Silicone NiteLite [Boy],2019,501,0
5005762-1,The LEGO Movie 2 Silicone NiteLite [Girl],2019,501,0
5005763-1,Unikitty Torch,2019,501,0
5005765-1,Bag Tag (The LEGO Movie 2),2019,501,0
5005769-1,Sorting Case To Go - Transparent Red,2018,501,0
5005770-1,Lunch Set Iconic Girl,2019,501,0
5005772-1,Minifigure Display Case 16 (Blue),2019,501,20
5005775-1,The LEGO Movie 2 Awesome Trading Cards,2019,501,0
5005777-1,The LEGO Movie 2 Awesome (Trading Card) Collector Album,2019,501,0
5005810-1,Brick Crossbody Bag (Holographic),2019,501,0
5005811-1,Minifigure Color Me Crowd Heritage Classic Backpack,2019,501,0
5005812-1,Minifigure Color Me Crowd Lunch Bag,2019,501,0
5005813-1,Brick Backpack (Holographic),2019,501,0
5005814-1,Brick Backpack (Gold Metallic),2019,501,0
5005816-1,Brick Crossbody Bag (Gold Metallic),2019,501,0
5005818-1,Boba Fett Bag Tag,2019,501,0
5005819-1,Darth Vader Bag Tag,2019,501,0
5005820-1,R2-D2 Bag Tag,2019,501,0
5005821-1,Yoda Bag Tag,2019,501,0
5005822-1,Ford Mustang Key Chain,2019,503,0
5005823-1,Darth Vader Alarm Clock (20th Anniversary Edition),2019,501,0
5005824-1,Darth Vader Buildable Watch (20th Anniversary Edition),2019,501,0
5005825-1,Stormtrooper Bag Tag,2019,501,0
5005826-1,"The LEGO Movie 2: The Awesomest, Most Amazing, Most Epic Movie Guide in the Universe!",2018,497,0
5005827-1,Technic Easter Bundle,2019,559,0
5005828-1,Ninjago Easter Bundle,2019,559,0
5005829-1,Friends Easter Bundle,2019,559,0
5005830-1,City Easter Bundle,2019,559,0
5005834-1,The LEGO Movie 2: Emmet Plush Clip,2020,501,0
5005836-1,The LEGO Movie 2: Unikitty Plush Clip,2020,501,0
5005838-1,Notebook with Pen,2019,501,0
5005839-1,Brick Hip Pack (Red),2019,501,0
5005840-1,WeDo 2.0 Core + Add-On Homeschool Bundle,2016,521,0
5005842-1,The LEGO Movie 2: Sweet Mayhem Plush Clip,2020,501,0
5005843-1,The LEGO Movie 2: Benny Plush Clip,2020,501,0
5005844-1,Emmet Minifigure Plush,2019,501,0
5005845-1,Lucy with Goggles Plush,2019,501,0
5005846-1,Unikitty Plush,2019,501,0
5005847-1,Sweet Mayhem Plush,2019,501,0
5005848-1,Angry Kitty Plush,2019,501,0
5005849-1,Star Wars: The Visual Dictionary: Anniversary Edition,2019,497,4
5005871-1,Desk Drawer 2 x 4 (All Colors),2018,501,0
5005872-1,Desk Drawer 2 x 2 (Red),2018,501,0
5005873-1,3-Drawer Storage (Red),2019,501,4
5005875-1,3-Drawer Storage (Blue),2019,501,4
5005876-1,Captain Marvel Black & White Art Print,2019,501,1
5005877-1,Captain Marvel Art Print,2019,501,1
5005878-1,Buildable Mother's Day Card,2020,206,48
5005880-1,Children's Day Lucky Box,2019,598,0
5005881-1,Avengers: Endgame Art Print,2019,501,1
5005882-1,Avengers: Endgame Black & White Art Print,2019,501,1
5005882-2,Avengers: Endgame Black & White Art Print (Signed Sketch),2019,501,1
5005883-1,Spider-Man: Far From Home Art Print,2019,501,1
5005884-1,Spider-Man: Far From Home Black & White Art Print,2019,501,1
5005885-1,The LEGO Movie 2: The Second Part (Blu-ray + DVD + Digital),2019,501,0
5005886-1,Storage Head S (Pumpkin),2020,501,0
