SYMBOL,avg_log2FC,AveExpr,t,Pvalue,adj.P.Val,B
CLPTM1L,0.139665557,3.608177178,4.995530492,0.000921701,0.04273468,-0.335679256
URB2,0.361001025,2.683979706,4.992215066,0.000925666,0.04273468,-0.339973846
SLC25A22,0.322822008,2.523443132,4.990964856,0.000927166,0.04273468,-0.341593742
FAM114A2,-0.157482745,3.119982293,-4.986001144,0.000933147,0.04287925,-0.348027679
TAF1A,0.618368451,2.586630519,4.981547826,0.000938549,0.042996398,-0.353803389
CPPED1,-0.507371172,2.775884788,-4.974704752,0.000946917,0.043234133,-0.362684645
C9orf69,0.20668655,3.219811055,4.972624967,0.000949476,0.043234133,-0.365385365
GREM2,-0.893429793,2.611139661,-4.959271587,0.000966086,0.043657363,-0.382741924
ASPSCR1,0.325801243,2.628627069,4.95896972,0.000966465,0.043657363,-0.383134615
POFUT1,0.225999024,3.05109557,4.958178272,0.00096746,0.043657363,-0.384164259
RAVER1,0.340248063,2.869008037,4.949567174,0.000978356,0.04401724,-0.395373439
LOC400043,-0.198905949,3.145207217,-4.94489298,0.000984325,0.04403704,-0.401462849
POLR2H,0.137623253,3.53498581,4.944648143,0.000984639,0.04403704,-0.401781912
LIN9,0.21007367,2.019262493,4.935760986,0.000996103,0.044417949,-0.413369809
E2F1,0.274506,2.006305748,4.922082737,0.001014031,0.045084008,-0.43122938
SLC1A5,0.117147889,3.445334481,4.918456077,0.001018843,0.04516472,-0.435969682
MCM3,0.146996069,3.478810814,4.91539976,0.001022918,0.04521236,-0.439966132
CTC-428G20.3,-0.304335127,2.670178572,-4.911132269,0.001028636,0.045332184,-0.44554881
DEPTOR,-0.415086269,3.160524749,-4.904269261,0.001037906,0.045489626,-0.454532999
TMEM138,0.135327727,3.355647946,4.904019436,0.001038245,0.045489626,-0.45486018
TOB1,-0.127580838,3.766594142,-4.900079346,0.00104361,0.045580109,-0.460021601
PPARGC1B,0.226706246,3.074937144,4.894422912,0.001051364,0.045580109,-0.467435717
CHAF1A,0.232048588,3.157655821,4.89289477,0.001053469,0.045580109,-0.469439589
TRIP13,0.389758656,3.146258708,4.889358656,0.001058359,0.045580109,-0.474077967
RP11-1L12.3,0.686103688,2.553054192,4.886515296,0.001062309,0.045580109,-0.477809096
CENPA,0.314880939,2.740260473,4.883171076,0.001066975,0.045580109,-0.482199113
PCP4L1,-0.514912783,2.935305822,-4.882979815,0.001067242,0.045580109,-0.482450238
GORAB,0.184185156,3.124411218,4.880611315,0.001070561,0.045580109,-0.48556056
IL33,-0.37504524,3.100244179,-4.878100954,0.001074091,0.045580109,-0.488858152
DNAJB11,0.132876604,3.643082096,4.877032416,0.001075598,0.045580109,-0.49026208
PREB,0.135296722,3.238168649,4.876341535,0.001076573,0.045580109,-0.49116991
LINC01355,0.417984756,2.684704602,4.876322025,0.0010766,0.045580109,-0.491195548
TOR3A,0.215406742,3.173824559,4.873392907,0.001080745,0.045627436,-0.495045315
SLC30A4,-0.295840423,3.168204384,-4.868403336,0.001087846,0.04579894,-0.501606301
HNRNPU,0.132642095,3.550586583,4.856795135,0.001104563,0.046373193,-0.51688574
CIRH1A,0.116370803,3.568768399,4.848425408,0.001116789,0.046504615,-0.527915816
C4orf48,0.374407463,3.176304064,4.847201803,0.001118589,0.046504615,-0.529529282
HS6ST1,0.175624736,3.354084981,4.844847783,0.00112206,0.046504615,-0.532634006
FAM91A1,0.144612559,3.458482935,4.84453652,0.001122519,0.046504615,-0.533044598
FAM13C,-0.457042661,3.145320141,-4.844129511,0.001123121,0.046504615,-0.533581513
DCAF17,0.625520308,2.380489231,4.831189988,0.00114243,0.04707578,-0.550664721
KIF13B,-0.140025735,3.109360722,-4.830703997,0.001143162,0.04707578,-0.551306862
SASH1,-0.217733639,3.393015955,-4.827721664,0.001147666,0.04713249,-0.555248254
SLC52A2,0.312907055,3.148633083,4.823279966,0.00115441,0.047190345,-0.561120937
ZDHHC23,0.491194635,2.715226583,4.822671821,0.001155337,0.047190345,-0.561925253
DDAH1,-0.402332063,3.363169224,-4.818432015,0.00116182,0.047204484,-0.567534341
GPR89A ,0.120816465,3.350016403,4.818349337,0.001161947,0.047204484,-0.567643749
ACYP2 ,-0.104347694,3.200979764,-4.814107968,0.001168473,0.047341992,-0.573257823
FAM122A,-0.180963398,3.018781165,-4.805363851,0.001182052,0.04759822,-0.58484098
LOC101929336 ,0.214514588,3.122848222,4.8038478,0.001184424,0.04759822,-0.5868505
ZMAT2,-0.132618285,3.523411292,-4.802340823,0.001186787,0.04759822,-0.588848354
FIG4,-0.159281689,3.262183301,-4.801931608,0.001187429,0.04759822,-0.589390929
COL5A3,0.3754945,2.022970985,4.797745349,0.001194023,0.047707392,-0.594942974
EDAR,-0.305458293,2.837714151,-4.796189916,0.001196483,0.047707392,-0.597006586
CENPN,0.183233671,3.083913044,4.792080878,0.001203009,0.047827146,-0.602459945
NCBP2,0.135043624,3.537685236,4.790309843,0.001205833,0.047827146,-0.604811224
TSEN15,0.149041685,3.431281816,4.782994228,0.001217576,0.048166164,-0.614528937
MCEE,-0.197065029,3.284005877,-4.779557513,0.001223136,0.048259422,-0.619097043
HIST1H2BG ,-0.36977477,3.314311027,-4.776027239,0.001228875,0.048359277,-0.623791463
ECE1,0.261496114,3.097970353,4.771583562,0.001236141,0.048518524,-0.629703307
NCRNA00185 ,-0.594228238,2.675626755,-4.767661773,0.001242592,0.048645052,-0.634923441
PMM1,-0.319313796,3.164709367,-4.762815204,0.001250615,0.048649233,-0.641377889
TMEM97,0.299157485,3.443760518,4.762741114,0.001250738,0.048649233,-0.641476588
HACE1,-0.194566056,3.206417839,-4.761752018,0.001252382,0.048649233,-0.642794293
ORAI1,0.16202886,2.947002867,4.759326263,0.001256425,0.048663078,-0.646026618
PDK4,-0.894119723,2.34467054,-4.75766836,0.001259196,0.048663078,-0.648236316
UFSP2,-0.226394448,3.303935038,-4.750959674,0.001270477,0.048674297,-0.657182295
RHBDD3,0.283526671,2.691025999,4.750116246,0.001271903,0.048674297,-0.658307505
LOC401068,0.195647894,1.96867707,4.749535869,0.001272885,0.048674297,-0.659081846
ALAD,-0.175352965,3.423678216,-4.748256364,0.001275054,0.048674297,-0.660789157
SLC41A1,0.246217052,3.130028924,4.746236234,0.001278485,0.048674297,-0.663485252
PINK1,-0.173782079,3.348353596,-4.746014381,0.001278863,0.048674297,-0.663781379
NCAPH,0.536693303,2.856366132,4.742499633,0.001284859,0.048701894,-0.668473881
MGLL,-0.440832261,3.460188478,-4.741032495,0.001287371,0.048701894,-0.670433219
RECQL4,0.418969776,2.984042511,4.736234089,0.001295625,0.048701894,-0.676843803
HSPE1,0.104131995,3.677625836,4.735338207,0.001297172,0.048701894,-0.67804109
GIN1,-0.138520297,2.611546752,-4.735070046,0.001297635,0.048701894,-0.678399493
UHRF1,0.295289995,3.352245464,4.734295202,0.001298976,0.048701894,-0.679435158
PRMT1,0.132224128,3.71011507,4.725540963,0.001314223,0.04896692,-0.691142769
NAPEPLD,0.396093479,2.886990492,4.724977407,0.001315211,0.04896692,-0.691896867
ASPA,-0.833538839,2.256684932,-4.724647081,0.001315791,0.04896692,-0.6923389
KRT78,-0.965852995,3.231249519,-4.722364862,0.001319803,0.048995248,-0.695393382
CLPB,0.426332606,3.009927426,4.719141284,0.001325492,0.049085555,-0.699709169
LOC101928717 ,0.409570944,2.637463482,4.717214254,0.001328906,0.049091354,-0.702289899
ADSS,0.114525764,3.495267729,4.711823745,0.001338506,0.049297471,-0.709512145
LIG1,0.28511498,3.006420825,4.7084651,0.001344525,0.049297471,-0.714014412
HSPB8,-0.29540725,3.599387641,-4.708462201,0.00134453,0.049297471,-0.714018299
PGBD5,0.82253829,2.71090681,4.705629216,0.00134963,0.049297471,-0.71781731
HOMER3,0.345673183,3.083610016,4.704959207,0.00135084,0.049297471,-0.718715974
KIF20A,0.389780509,3.032955753,4.702812188,0.001354722,0.049319752,-0.721596184
MEIS2,-0.311338191,3.310339183,-4.700171523,0.001359515,0.049348317,-0.725139621
SUPV3L1,0.202780205,3.141010361,4.698504142,0.00136255,0.049348317,-0.727377602
LOC728730,-0.395180327,2.020199559,-4.696980683,0.00136533,0.049348317,-0.729422796
CLCA4,-0.776908449,3.579156692,-4.692140098,0.001374203,0.049475417,-0.73592356
CTNNA1,-0.285347303,3.369914226,-4.691483291,0.001375411,0.049475417,-0.736805919
CCDC86,0.135633811,3.299230463,4.685458472,0.001386553,0.049489168,-0.744902885
RAP1A,-0.149111535,3.727186357,-4.684326695,0.001388657,0.049489168,-0.746424561
RPA1,0.105502516,3.697436139,4.683874551,0.001389498,0.049489168,-0.747032527
KIF14,0.799359724,2.705555815,4.68328078,0.001390604,0.049489168,-0.747830976
PUF60,0.130355619,3.607137735,4.682418718,0.001392211,0.049489168,-0.748990299
KTI12 ,0.318781253,2.657530425,4.67743514,0.001401542,0.049624512,-0.755694646
PDLIM5,-0.202625091,3.355211282,-4.675779605,0.001404657,0.049624512,-0.757922688
PLOD1,0.189528964,3.254270139,4.675121842,0.001405896,0.049624512,-0.758808033
CTHRC1,0.618867671,3.308674982,4.667911045,0.001419563,0.049989833,-0.768518229
XCL1,0.682360746,2.638485789,4.662672406,0.001429581,0.050022244,-0.775577837
PLCD4,-0.607860391,2.623502764,-4.662651328,0.001429622,0.050022244,-0.77560625
SLC25A26,-0.133548719,3.23115798,-4.66222549,0.00143044,0.050022244,-0.776180303
NDUFS4,-0.20878366,3.391407308,-4.647493484,0.001459045,0.050904458,-0.796057502
SECISBP2L,-0.153090467,3.28785127,-4.64298242,0.001467927,0.051096077,-0.802150925
FYCO1,-0.199560533,3.441143869,-4.637775819,0.001478252,0.051131638,-0.809187856
KIAA0930,0.206145748,3.074924101,4.63773677,0.00147833,0.051131638,-0.809240649
CITED2,-0.357388899,3.435927989,-4.637336643,0.001479126,0.051131638,-0.809781617
SLC25A1,0.137457137,3.349872544,4.631041003,0.001491724,0.051335814,-0.818296579
TARBP1,0.133634418,3.357524422,4.628478349,0.001496885,0.051335814,-0.821764405
FAM89A ,0.440039863,3.053041247,4.628080965,0.001497687,0.051335814,-0.822302245
ATR,0.21197372,3.22245058,4.627600426,0.001498657,0.051335814,-0.822952663
TRIM28,0.145881654,3.612440095,4.620535726,0.001513003,0.051658787,-0.832519076
TFRC,0.231893314,3.697371882,4.619587125,0.001514941,0.051658787,-0.83380419
NR2F1 ,-0.249393824,2.65359015,-4.617777394,0.001518644,0.051668191,-0.83625631
PTRH2,0.155787388,3.334883025,4.60727834,0.001540326,0.05202709,-0.850492333
SRRT,0.232751691,2.773837744,4.60721434,0.001540459,0.05202709,-0.850579166
MAGED4 ,0.702033552,2.518008593,4.60581322,0.001543378,0.05202709,-0.85248032
SCARB1,0.337372118,3.182359645,4.605639273,0.001543741,0.05202709,-0.852716367
DSN1,0.262379089,2.848436937,4.604340618,0.001546453,0.05202709,-0.854478799
B4GALT2,0.17596268,2.918471838,4.600124829,0.001555291,0.052207885,-0.860201968
RFC4,0.197404948,3.465129874,4.596289231,0.001563379,0.05226735,-0.865411438
IFRD2,0.124386096,3.416889119,4.595152867,0.001565784,0.05226735,-0.86695528
KIAA1191,-0.094964787,3.652035384,-4.59435936,0.001567466,0.05226735,-0.868033445
APOC1,1.022516807,2.617958619,4.590572537,0.001575518,0.052294427,-0.87318009
CNTN4,-0.707011526,2.25234193,-4.589621036,0.001577549,0.052294427,-0.874473624
LRIG3,-0.199637903,3.231170679,-4.588982439,0.001578913,0.052294427,-0.875341854
TPRA1,0.29016357,3.033513673,4.587283577,0.001582549,0.052294427,-0.877651924
OBFC1,-0.290902007,3.367660353,-4.58584888,0.001585626,0.052294427,-0.879603144
UMPS,0.179042294,3.351662629,4.576836086,0.001605106,0.052821305,-0.891868141
FAM175A,-0.19662245,3.086204292,-4.572588597,0.001614376,0.053010619,-0.897652732
TNFRSF10B,0.493210644,2.415624039,4.570295242,0.001619405,0.05306016,-0.900777197
H2AFX,0.157545683,3.435463147,4.568622995,0.001623083,0.053065304,-0.903055985
GAA,0.262819362,3.226726358,4.55988523,0.001642447,0.053580404,-0.914970171
MYO9B,0.145201862,3.177071786,4.555197474,0.001652939,0.053580404,-0.921366994
POGK,0.125345821,3.533452225,4.552452998,0.001659114,0.053580404,-0.925113654
AHNAK,-0.144278251,3.778082658,-4.551178086,0.001661992,0.053580404,-0.926854521
BYSL,0.377720512,3.147884932,4.551110263,0.001662145,0.053580404,-0.926947139
PDE2A,-0.403943654,2.789030912,-4.551003508,0.001662386,0.053580404,-0.927092924
DAXX,0.161924973,3.30569437,4.550412283,0.001663723,0.053580404,-0.927900332
GNE,-0.284695986,3.220233584,-4.547020488,0.001671413,0.053615927,-0.932533406
TTK,0.227682797,3.286249388,4.546788335,0.00167194,0.053615927,-0.932850586
JMJD1C,-0.107946863,3.473748612,-4.544871502,0.001676305,0.053632064,-0.935469782
TSHZ2,-0.23874134,2.9571571,-4.543421105,0.001679615,0.053632064,-0.937452012
TRIP10,-0.244181271,3.411151295,-4.541472372,0.001684074,0.053632064,-0.940115829
RTKN,0.28393852,3.065179383,4.538606693,0.001690655,0.053632064,-0.944034146
ZMIZ2,0.368854396,2.189259375,4.537911618,0.001692255,0.053632064,-0.944984733
MTA1,0.371062344,2.409841744,4.535169103,0.001698585,0.053632064,-0.948736147
TEAD4,0.354675635,2.93675185,4.534462544,0.00170022,0.053632064,-0.949702821
MARCKSL1,0.310515452,3.522353119,4.532599474,0.001704539,0.053632064,-0.952252143
CST4,0.645498571,2.864328819,4.532425162,0.001704944,0.053632064,-0.952490689
BRCA2,0.415595788,2.115624964,4.531098524,0.001708028,0.053632064,-0.954306354
FAM89B,0.119152519,3.221840036,4.523003456,0.001726974,0.054060149,-0.965391408
PCP4,-0.645297823,3.251244003,-4.522213973,0.001728834,0.054060149,-0.966473043
ZNHIT2,0.326578583,2.26395264,4.51885426,0.001736774,0.054195968,-0.97107712
FAM214A,-0.197947057,3.526409242,-4.51646601,0.001742441,0.054260483,-0.974351
ANKRD13B,0.371341507,2.724686658,4.514569796,0.001746955,0.054288888,-0.976951018
CYSRT1,-1.162989921,3.148790027,-4.512906704,0.001750925,0.054300287,-0.979231848
FBXL6,0.52942501,2.787183759,4.503399523,0.001773805,0.054896884,-0.992278678
ZDHHC8,0.15931817,3.17648396,4.500449927,0.001780968,0.054900933,-0.996329315
PIM1,-0.279712645,3.273911827,-4.500346326,0.001781221,0.054900933,-0.996471614
CCT3 ,0.121085414,3.70653501,4.49807041,0.00178677,0.054959597,-0.999598061
SLC39A4,0.337842043,3.339299267,4.495014159,0.001794252,0.055077334,-1.003797734
POLR1A,0.207619979,2.901163576,4.492259329,0.001801025,0.055172875,-1.007584465
REXO4,0.174779638,2.996148626,4.478286276,0.001835807,0.056124303,-1.026809739
SKP2,0.18948668,3.533714539,4.476336606,0.001840717,0.056160507,-1.029494674
ENDOU,-1.230620878,2.911179509,-4.473880271,0.001846924,0.05622165,-1.032878189
C19orf48 ,0.196744615,3.283467798,4.471079585,0.001854028,0.05622165,-1.036737181
FAM127A,-0.151844061,3.641075762,-4.470262536,0.001856106,0.05622165,-1.037863202
TMPRSS11B,-1.312877208,3.243036598,-4.46965933,0.001857642,0.05622165,-1.03869458
DOT1L,0.336172512,2.806560269,4.463360131,0.001873762,0.056411827,-1.047379932
PCDH1,-0.664483275,2.455232946,-4.463042262,0.00187458,0.056411827,-1.047818375
CD200R1,-0.442884674,2.39647457,-4.462819018,0.001875154,0.056411827,-1.048126308
ITGA6,0.226059715,3.616974846,4.457759747,0.001888221,0.056542163,-1.055106935
AP3B1,-0.198749097,3.053089297,-4.4561055,0.001892515,0.056542163,-1.057390277
ECM1,-0.55187759,3.561135194,-4.453259487,0.001899927,0.056542163,-1.061319599
BC047484,-0.149553561,3.091922347,-4.453012577,0.001900571,0.056542163,-1.061660551
PSCA,-1.00185056,2.899227809,-4.451545361,0.001904406,0.056542163,-1.063686796
PCCB,0.10198651,3.373641496,4.451396053,0.001904797,0.056542163,-1.063893011
CCNG1,-0.106884228,3.702710503,-4.451033019,0.001905747,0.056542163,-1.064394426
EPB41L3,-0.660843635,3.150487107,-4.446733141,0.001917042,0.056723794,-1.070334881
FBXO8,-0.199414277,3.35519453,-4.445148149,0.001921223,0.056723794,-1.072525335
CDT1,0.580682201,2.162419952,4.444415523,0.001923159,0.056723794,-1.073537954
TTC13,0.187029066,3.295855125,4.438461537,0.001938973,0.056916921,-1.0817705
PATZ1,0.18854113,2.768471104,4.43727867,0.001942131,0.056916921,-1.083406698
ZXDC,0.199226504,3.163183275,4.436851066,0.001943274,0.056916921,-1.083998234
PRKRIR,0.208823796,3.423368218,4.436275886,0.001944813,0.056916921,-1.084793968
FOXRED2,0.236602034,3.03851057,4.429510403,0.00196301,0.057318466,-1.094157523
SDCCAG3,0.119594195,3.133587486,4.427104838,0.001969525,0.057318466,-1.097488579
MTERF3,0.196372977,3.46170036,4.426188105,0.001972013,0.057318466,-1.098758241
GAS7,-0.478401784,2.987385276,-4.425550983,0.001973745,0.057318466,-1.099640723
SPAG5,0.414750065,2.997760177,4.420805607,0.001986694,0.05744821,-1.106215547
CENPF,0.352423165,3.320846399,4.418985245,0.001991686,0.05744821,-1.108738623
PIF1,0.228226383,2.214258454,4.415157692,0.002002226,0.05744821,-1.114045397
ADAM33,-0.603483981,2.316684272,-4.413985727,0.002005465,0.05744821,-1.11567074
CENPQ,0.255470567,2.921002289,4.412535944,0.00200948,0.05744821,-1.11768167
GSTM5,-0.312031605,2.744094372,-4.412012076,0.002010933,0.05744821,-1.118408384
RSRC1,0.244580914,3.192002156,4.411832674,0.00201143,0.05744821,-1.118657261
ZSCAN2,0.331344072,2.186903147,4.409971705,0.002016602,0.05744821,-1.121239206
HEMK1,-0.129650148,2.95574742,-4.409660932,0.002017467,0.05744821,-1.121670431
FAM189A2,-0.790019357,2.536581645,-4.409356461,0.002018315,0.05744821,-1.122092925
RRAD,-0.74540624,3.055546411,-4.408701558,0.00202014,0.05744821,-1.123001739
FBXL5,-0.090084761,3.681150915,-4.405868216,0.002028056,0.057460282,-1.126934357
GPNMB,0.2171189,3.27679797,4.404189901,0.002032761,0.057460282,-1.129264405
ERCC3,0.122056441,3.213795664,4.403227012,0.002035466,0.057460282,-1.130601405
MIR6741 ,0.206833201,3.051206823,4.403103195,0.002035814,0.057460282,-1.130773338
MCM8,0.183872859,3.016878375,4.39708013,0.002052824,0.057832072,-1.139139904
ANP32E,0.198888872,3.356354077,4.393206793,0.002063843,0.058034034,-1.144523263
TOMM34,0.157417266,3.273997483,4.388572564,0.002077111,0.058202086,-1.150967184
ANKRA2,-0.163664164,3.320760976,-4.387192067,0.002081081,0.058202086,-1.152887412
SLC27A6,-1.216474427,2.515435684,-4.38707979,0.002081404,0.058202086,-1.153043599
TIMELESS,0.297675111,3.127159215,4.38228182,0.002095268,0.058395212,-1.159719789
SLC25A32,0.170755434,3.480757231,4.380914596,0.002099237,0.058395212,-1.161622876
ABCC4,0.627063186,2.187710836,4.379794188,0.002102496,0.058395212,-1.163182626
NRIP3,0.538366329,2.614471917,4.379343391,0.002103808,0.058395212,-1.163810248
RBM19,0.199201006,2.953823451,4.371274735,0.002127452,0.058572932,-1.175049096
BTBD2,0.150221667,2.997743163,4.370561888,0.002129554,0.058572932,-1.176042504
GPR133,-0.596889625,2.574387142,-4.36994095,0.002131387,0.058572932,-1.176907892
PDHB,-0.125908005,3.505449095,-4.368141486,0.00213671,0.058572932,-1.179416101
HLTF,0.245851217,3.445841467,4.366391917,0.002141898,0.058572932,-1.181855242
SETDB1,0.144318554,3.173835207,4.365869545,0.00214345,0.058572932,-1.182583591
BRD9,0.160476106,3.298116593,4.365491286,0.002144575,0.058572932,-1.183111027
CAPNS2,-0.261532732,3.545005445,-4.364362516,0.002147934,0.058572932,-1.184685093
C16orf80,0.09547253,3.502741615,4.362502519,0.002153481,0.058572932,-1.187279279
MBD6,0.12290777,3.325698505,4.361794523,0.002155597,0.058572932,-1.188266879
DDX19A ,-0.115073361,3.060097176,-4.359870632,0.002161358,0.058572932,-1.190950945
ATP1B3,0.119246999,3.927465319,4.358886006,0.002164312,0.058572932,-1.192324841
PSMB2,0.121320416,3.708961993,4.357136719,0.002169572,0.058572932,-1.19476607
ITGB5,-0.34721878,2.766542053,-4.355986545,0.002173038,0.058572932,-1.196371459
GANAB,0.110718067,3.656723008,4.355579332,0.002174267,0.058572932,-1.196939886
NIFK,0.209888511,3.207446406,4.355080615,0.002175772,0.058572932,-1.19763608
C1orf131,0.138960873,3.436588123,4.354096632,0.002178746,0.058572932,-1.1990098
GRWD1,0.211976487,3.08785979,4.353628339,0.002180163,0.058572932,-1.199663628
FAM110C,-0.203720846,3.56991194,-4.348614978,0.002195393,0.05885387,-1.206665348
TTYH3,0.340010019,3.001585447,4.347620055,0.002198429,0.05885387,-1.208055328
DENND4B,0.157045821,3.302757912,4.343890641,0.002209851,0.059054729,-1.213266935
DNMT1,0.172829176,3.595253881,4.337703963,0.002228938,0.059459382,-1.221917097
