ID	HR	lower	upper	pvalue	symbol	as_id	splice_type	exons	from_exon	to_exon	novel_splice
ZNF273_AT_79843	0.680424391	0.504258111	0.918135657	0.011780285	ZNF273	79843	AT	6	null	null	0
ZSCAN18_AT_52401	1.70748161	1.125976313	2.589302648	0.011786104	ZSCAN18	52401	AT	9.2	null	null	0
ZSCAN18_AT_52402	0.585657845	0.386204371	0.88811815	0.011786104	ZSCAN18	52402	AT	2	null	null	0
CDKN2A_AT_86008	0.679668162	0.503169145	0.918078574	0.011832086	CDKN2A	86008	AT	5.6	null	null	0
SIN3A_AT_31878	1.475086658	1.089659778	1.996844055	0.011880962	SIN3A	31878	AT	22	null	null	0
HSPD1_AT_56689	0.675901909	0.498131255	0.917114488	0.011881839	HSPD1	56689	AT	4.2	null	null	0
ESCO2_AT_83185	1.46503126	1.087856434	1.972977798	0.011922438	ESCO2	83185	AT	11.2	null	null	0
BLZF1_AT_8916	1.470315386	1.088612573	1.985855564	0.011950496	BLZF1	8916	AT	7.2	null	null	0
CPAMD8_AT_48218	0.682463833	0.506408664	0.919725346	0.012084768	CPAMD8	48218	AT	42	null	null	0
NDUFA3_AT_51774	1.46577393	1.087339158	1.975918185	0.012090685	NDUFA3	51774	AT	5.2	null	null	0
CAMTA1_AT_501	0.680877372	0.504247182	0.919378455	0.012122715	CAMTA1	501	AT	26	null	null	0
SUSD4_AT_9913	0.68464348	0.509151192	0.920623781	0.012165604	SUSD4	9913	AT	3	null	null	0
CAPN12_AT_49691	0.683496599	0.507521376	0.920488522	0.012229261	CAPN12	49691	AT	23	null	null	0
TAF1A_AT_9883	0.682159727	0.505497265	0.920562632	0.012376535	TAF1A	9883	AT	13	null	null	0
ZCCHC7_AT_86394	0.683456127	0.507177491	0.921003566	0.01239648	ZCCHC7	86394	AT	4	null	null	0
MED27_AT_87969	1.466268808	1.085884558	1.97990127	0.012500787	MED27	87969	AT	9	null	null	0
RAC2_AT_62102	1.476397475	1.087462717	2.004436078	0.012509361	RAC2	62102	AT	8	null	null	0
PHC3_AT_67602	0.683514668	0.507000296	0.921483291	0.012544391	PHC3	67602	AT	6.2	null	null	0
AP1S1_AT_81041	1.460264659	1.084750129	1.96577333	0.012548825	AP1S1	81041	AT	6	null	null	0
ENOSF1_AT_44462	0.682783989	0.506019724	0.921296055	0.012552244	ENOSF1	44462	AT	19	null	null	0
RHOF_AT_24897	0.684572322	0.508360298	0.921864406	0.012568512	RHOF	24897	AT	4.2	null	null	0
LIPG_AT_45488	0.683298337	0.5066442	0.921547346	0.012585048	LIPG	45488	AT	7.2	null	null	0
MKL2_AT_34070	0.68558643	0.509672335	0.922217511	0.012587959	MKL2	34070	AT	19	null	null	0
CYBA_AT_38004	0.676934262	0.498223015	0.919748749	0.012600619	CYBA	38004	AT	5.3	null	null	0
SLC16A1_AT_4265	0.682815389	0.505912259	0.921576513	0.012639266	SLC16A1	4265	AT	5.2	null	null	0
LYNX1_AT_85366	1.460092634	1.084373542	1.96599273	0.012644716	LYNX1	85366	AT	9.2	null	null	0
LCLAT1_AT_53116	1.466715152	1.085408571	1.981975632	0.012648978	LCLAT1	53116	AT	9	null	null	0
TVP23C_AT_39355	1.458171757	1.083805973	1.961850114	0.012717288	TVP23C	39355	AT	8	null	null	0
CBWD1_AT_85685	0.686512048	0.51065282	0.922933886	0.01273441	CBWD1	85685	AT	4.4	null	null	0
MGST3_AT_8800	1.465603037	1.084773268	1.980130156	0.012774475	MGST3	8800	AT	9	null	null	0
PCTP_AT_42586	0.686045088	0.509951728	0.922945911	0.012782081	PCTP	42586	AT	7	null	null	0
AZI2_AT_63794	0.682391253	0.505013584	0.922069894	0.012837743	AZI2	63794	AT	10	null	null	0
SEPT8_AT_73299	1.458593093	1.082763991	1.964873074	0.013026987	42621	73299	AT	12.3	null	null	0
SETD5_AT_63087	1.458307951	1.082202112	1.965124679	0.013173189	SETD5	63087	AT	27	null	null	0
SEPT8_AT_73300	0.686612503	0.509993534	0.924397465	0.013208442	42621	73300	AT	14	null	null	0
CMPK2_AT_52591	0.68369742	0.506088301	0.923637558	0.013228948	CMPK2	52591	AT	6	null	null	0
PCDH11X_AT_89582	0.686348037	0.509576852	0.92444079	0.013247745	PCDH11X	89582	AT	14.2	null	null	0
MKL2_AT_34071	1.454572713	1.081334621	1.956639263	0.013255214	MKL2	34071	AT	12.3	null	null	0
OAS3_AT_24604	0.685509671	0.508414339	0.9242924	0.013276878	OAS3	24604	AT	3.2	null	null	0
SEPT10_AT_54905	0.682689313	0.504599959	0.923632057	0.013321086	42623	54905	AT	11.2	null	null	0
RHOF_AT_24898	1.455659622	1.080955289	1.960252155	0.013412649	RHOF	24898	AT	5	null	null	0
HERC4_AT_11913	0.683835499	0.505948764	0.924265504	0.01342454	HERC4	11913	AT	4	null	null	0
RBP5_AT_20078	1.452679456	1.080317811	1.953385921	0.013464433	RBP5	20078	AT	3	null	null	0
EI24_AT_19299	1.46068142	1.081519396	1.9727711	0.013472139	EI24	19299	AT	12	null	null	0
MGST3_AT_8799	0.68642197	0.509090553	0.925523206	0.013605014	MGST3	8799	AT	10	null	null	0
DDX10_AT_18623	0.68652677	0.509103152	0.925782926	0.013683359	DDX10	18623	AT	17.2	null	null	0
CDH23_AT_12060	0.687170989	0.509954351	0.925973016	0.013687463	CDH23	12060	AT	72	null	null	0
CAPN12_AT_49690	1.455231829	1.07984698	1.961110892	0.01371572	CAPN12	49690	AT	5	null	null	0
FXYD5_AT_49067	0.686768115	0.509362481	0.92596228	0.013721739	FXYD5	49067	AT	5	null	null	0
LIPG_AT_45487	1.456374086	1.079833852	1.964214656	0.013770312	LIPG	45487	AT	11	null	null	0
ACAD8_AT_19551	0.687234658	0.509810061	0.926406736	0.013829816	ACAD8	19551	AT	11	null	null	0
TMX3_AT_45752	0.685885146	0.507819817	0.926388488	0.013950549	TMX3	45752	AT	11.2	null	null	0
RTEL1_AT_60144	0.689534721	0.512423818	0.927861107	0.014116212	RTEL1	60144	AT	35.2	null	null	0
HAT1_AT_55960	1.463171	1.079624391	1.98297611	0.014130838	HAT1	55960	AT	11	null	null	0
SLC35D1_AT_3346	0.688814887	0.511294888	0.927969279	0.014222267	SLC35D1	3346	AT	12	null	null	0
ARHGAP6_AT_88475	0.686835826	0.508512689	0.927692586	0.01431237	ARHGAP6	88475	AT	16.2	null	null	0
PPP1R14A_AT_49595	1.455712974	1.07779762	1.966139304	0.014345546	PPP1R14A	49595	AT	4.2	null	null	0
SEPT10_AT_54903	1.45859475	1.078124975	1.973332121	0.014374899	42623	54903	AT	13	null	null	0
FAM198A_AT_64338	0.670288297	0.486539103	0.923433283	0.014394792	FAM198A	64338	AT	6	null	null	0
ZCCHC7_AT_86395	1.451229224	1.076916238	1.955645376	0.014411901	ZCCHC7	86395	AT	11	null	null	0
TBC1D1_AT_69013	1.453329519	1.077206108	1.960782319	0.014417989	TBC1D1	69013	AT	23	null	null	0
DDX10_AT_18624	1.452265678	1.076961227	1.958357968	0.014444749	DDX10	18624	AT	18	null	null	0
COQ4_AT_87735	1.447283055	1.075941414	1.946786521	0.014532391	COQ4	87735	AT	2.3	null	null	0
KIF20B_AT_12497	0.68853266	0.510343586	0.928937363	0.014590311	KIF20B	12497	AT	30	null	null	0
CYBA_AT_38003	1.464927604	1.078295876	1.990189274	0.014601071	CYBA	38003	AT	6	null	null	0
ABCD1_AT_90467	1.449909766	1.076083646	1.953601225	0.014607444	ABCD1	90467	AT	10	null	null	0
ZNF525_AT_51710	1.449254127	1.075709919	1.95251293	0.014693219	ZNF525	51710	AT	6.2	null	null	0
SUN1_AT_78521	0.68896677	0.510743362	0.929381067	0.014707158	SUN1	78521	AT	9.2	null	null	0
KLHL5_AT_69041	0.689066423	0.510740348	0.929655426	0.014795836	KLHL5	69041	AT	11.2	null	null	0
MPDU1_AT_39000	0.689404845	0.511167417	0.929791346	0.014812524	MPDU1	39000	AT	6.2	null	null	0
PCYT1A_AT_68230	1.446248218	1.07451595	1.946582464	0.014929401	PCYT1A	68230	AT	11.2	null	null	0
PSMD7_AT_37559	0.683691565	0.50319013	0.928941424	0.015046733	PSMD7	37559	AT	7.2	null	null	0
TMEM108_AT_66828	1.442580899	1.073406941	1.938723863	0.015113148	TMEM108	66828	AT	6	null	null	0
FAM64A_AT_38749	1.461583342	1.075887682	1.985547286	0.015186514	FAM64A	38749	AT	8	null	null	0
MPHOSPH6_AT_37768	0.689909543	0.511211797	0.931072366	0.015228341	MPHOSPH6	37768	AT	3.3	null	null	0
INTS4_AT_17989	0.691628159	0.513497368	0.93155202	0.015240776	INTS4	17989	AT	5.3	null	null	0
SETD5_AT_63088	0.69176624	0.513634454	0.931675293	0.015272963	SETD5	63088	AT	22.2	null	null	0
SYS1_AT_59527	1.447513501	1.073415007	1.951989978	0.015335595	SYS1	59527	AT	5	null	null	0
GGCT_AT_79124	0.687365845	0.507594977	0.930804727	0.015371116	GGCT	79124	AT	6.2	null	null	0
SLC16A1_AT_4266	1.448603091	1.073281248	1.95517337	0.015427598	SLC16A1	4266	AT	6	null	null	0
KIF20B_AT_12498	1.447533865	1.072927864	1.952931189	0.015492416	KIF20B	12498	AT	34	null	null	0
ZNF571_AT_49547	1.450849017	1.073309616	1.961188869	0.01551969	ZNF571	49547	AT	6	null	null	0
BRIP1_AT_42893	1.447146355	1.072490174	1.952682293	0.015615781	BRIP1	42893	AT	20	null	null	0
PKD1L2_AT_37760	1.443620985	1.071815183	1.944403831	0.015674312	PKD1L2	37760	AT	44	null	null	0
AZI2_AT_63793	1.448703462	1.072163289	1.957483289	0.015791917	AZI2	63793	AT	8.2	null	null	0
WLS_AT_3360	0.694628898	0.51667361	0.933876429	0.015821825	WLS	3360	AT	3.3	null	null	0
CEP152_AT_30501	1.441567058	1.070855654	1.940612234	0.015894986	CEP152	30501	AT	27	null	null	0
CHCHD7_AT_83901	1.448029078	1.071662135	1.956575811	0.015924466	CHCHD7	83901	AT	6	null	null	0
TMX3_AT_45755	1.450474531	1.071890094	1.962772468	0.01596026	TMX3	45755	AT	19	null	null	0
SEPT6_AT_89964	1.446637143	1.070849949	1.95429717	0.016127961	42619	89964	AT	13.3	null	null	0
POLA2_AT_16808	1.451787815	1.071395842	1.967235429	0.01618021	POLA2	16808	AT	18	null	null	0
TRNT1_AT_62974	0.695431613	0.517189877	0.935101691	0.016213108	TRNT1	62974	AT	3	null	null	0
PCTP_AT_42587	1.438495442	1.069226713	1.935295022	0.016297261	PCTP	42587	AT	6.2	null	null	0
SLC35B3_AT_75285	0.693646353	0.51446185	0.935239927	0.016436616	SLC35B3	75285	AT	4.2	null	null	0
CLIC5_AT_76411	1.444327155	1.069443562	1.950622739	0.016491315	CLIC5	76411	AT	7	null	null	0
SP140L_AT_57888	1.441547133	1.06862526	1.944608848	0.01664107	SP140L	57888	AT	18	null	null	0
CD48_AT_8482	1.448829758	1.069419018	1.962848643	0.01670274	CD48	8482	AT	4	null	null	0
MPDU1_AT_38999	1.44615622	1.069015672	1.956349068	0.016718209	MPDU1	38999	AT	8	null	null	0
KDM4B_AT_46832	0.691531291	0.511199496	0.935477306	0.016728544	KDM4B	46832	AT	12	null	null	0
SUN1_AT_78520	1.440318603	1.067741136	1.942903209	0.016886953	SUN1	78520	AT	26	null	null	0
TNFRSF19_AT_25467	1.436307232	1.067026786	1.933389576	0.016949222	TNFRSF19	25467	AT	11	null	null	0
CCDC34_AT_14752	0.696525895	0.517607787	0.937289458	0.01696287	CCDC34	14752	AT	3.2	null	null	0
IPO11_AT_72191	1.435144825	1.066636943	1.930966935	0.01703116	IPO11	72191	AT	35	null	null	0
FAM91A1_AT_85070	0.692722727	0.512242777	0.936791689	0.017127563	FAM91A1	85070	AT	23.2	null	null	0
AGR3_AT_78874	0.69572033	0.516214417	0.937646764	0.017181322	AGR3	78874	AT	7.2	null	null	0
HSPD1_AT_56691	1.455044383	1.068709324	1.98103835	0.017217529	HSPD1	56691	AT	13	null	null	0
PLIN2_AT_85960	0.696957104	0.517833967	0.938040445	0.017220514	PLIN2	85960	AT	8	null	null	0
ATXN7L1_AT_81308	1.440339504	1.066778605	1.944712687	0.017220657	ATXN7L1	81308	AT	4	null	null	0
RAD51C_AT_42712	0.697305561	0.518190746	0.938332166	0.017304129	RAD51C	42712	AT	2.2	null	null	0
BCMO1_AT_37763	0.697370525	0.518236517	0.938424123	0.017334856	BCMO1	37763	AT	4.2	null	null	0
TAB3_AT_88752	0.6954654	0.515639743	0.938003962	0.017347773	TAB3	88752	AT	10	null	null	0
URGCP_AT_79357	0.696557107	0.517069217	0.938349813	0.017382463	URGCP	79357	AT	7	null	null	0
GNAS_AT_59998	0.694216678	0.513900474	0.937801813	0.017385478	GNAS	59998	AT	7	null	null	0
UBR4_AT_878	1.442046991	1.066376465	1.950061346	0.017438484	UBR4	878	AT	107	null	null	0
TMEM67_AT_84535	1.43395579	1.065106926	1.930537826	0.017515516	TMEM67	84535	AT	30.2	null	null	0
RPS6KA2_AT_78428	0.663460934	0.472880712	0.930848732	0.017562188	RPS6KA2	78428	AT	27	null	null	0
RPGRIP1L_AT_36423	0.697534585	0.518017352	0.939262931	0.017657934	RPGRIP1L	36423	AT	4	null	null	0
HES2_AT_400	1.432033864	1.064395013	1.926654073	0.017681114	HES2	400	AT	4.3	null	null	0
ZNF208_AT_48801	0.69794144	0.51847404	0.939530654	0.017728098	ZNF208	48801	AT	8	null	null	0
LIMS1_AT_54887	0.695065207	0.514491399	0.939015972	0.017791833	LIMS1	54887	AT	12.2	null	null	0
LCLAT1_AT_53115	0.695768881	0.515234337	0.939561479	0.017946447	LCLAT1	53115	AT	8	null	null	0
MED17_AT_18328	1.438778561	1.064447968	1.94474865	0.017972101	MED17	18328	AT	12.2	null	null	0
AIG1_AT_77971	0.696281321	0.515880976	0.939766535	0.017981563	AIG1	77971	AT	9	null	null	0
ACP2_AT_15681	0.693898861	0.512657033	0.939215887	0.017982359	ACP2	15681	AT	7	null	null	0
C19orf55_AT_49288	0.698472398	0.518528554	0.940861766	0.018224297	C19orf55	49288	AT	5.3	null	null	0
LACTB_AT_31010	1.435784746	1.063367621	1.938631377	0.018225315	LACTB	31010	AT	6	null	null	0
TSG101_AT_14661	1.44292097	1.064207276	1.95640546	0.018245471	TSG101	14661	AT	10	null	null	0
HAT1_AT_55961	0.694194033	0.512664235	0.940001901	0.018273874	HAT1	55961	AT	10.2	null	null	0
C8orf46_AT_84018	1.444792332	1.06434449	1.961230506	0.018280093	C8orf46	84018	AT	7	null	null	0
DYNLT3_AT_88790	0.696189362	0.515347476	0.940490932	0.018286854	DYNLT3	88790	AT	7	null	null	0
CCDC34_AT_14751	1.429706677	1.062429243	1.923950414	0.01828882	CCDC34	14751	AT	6	null	null	0
P4HA3_AT_17767	1.430767455	1.062508497	1.926662719	0.018308786	P4HA3	17767	AT	14.2	null	null	0
ANTXR1_AT_53844	1.433617521	1.062746283	1.933913324	0.018352803	ANTXR1	53844	AT	13	null	null	0
HS2ST1_AT_3692	0.698990594	0.519034988	0.941338951	0.018373367	HS2ST1	3692	AT	6.2	null	null	0
NAA15_AT_70629	0.695066616	0.513690974	0.940482946	0.01838902	NAA15	70629	AT	23	null	null	0
CCDC90B_AT_18062	1.436592238	1.062843777	1.941769149	0.018453072	CCDC90B	18062	AT	7	null	null	0
TSHZ3_AT_48868	1.426500767	1.061498893	1.91701042	0.018484863	TSHZ3	48868	AT	2	null	null	0
TSHZ3_AT_48869	0.701016097	0.521645573	0.942064101	0.018484863	TSHZ3	48869	AT	3	null	null	0
ZSCAN20_AT_1679	1.430000623	1.061790301	1.925899852	0.018538957	ZSCAN20	1679	AT	8	null	null	0
AGR3_AT_78875	1.430831099	1.06177767	1.928160379	0.018582007	AGR3	78875	AT	8	null	null	0
WIPF1_AT_56033	0.698028291	0.517276478	0.941940173	0.01871534	WIPF1	56033	AT	11.2	null	null	0
AP1S1_AT_81040	0.702358258	0.522969871	0.943280197	0.018873396	AP1S1	81040	AT	5.2	null	null	0
TBC1D1_AT_69014	0.699082105	0.518485158	0.942583954	0.018887066	TBC1D1	69014	AT	3	null	null	0
SH3RF2_AT_73902	0.700357934	0.520170144	0.94296307	0.01892751	SH3RF2	73902	AT	10.2	null	null	0
PALLD_AT_71125	1.429665891	1.060646291	1.927074631	0.018951602	PALLD	71125	AT	26	null	null	0
TMEM67_AT_84532	0.700924937	0.520893845	0.943178291	0.018965606	TMEM67	84532	AT	31	null	null	0
CRTAC1_AT_12748	1.429563136	1.060493665	1.927074933	0.019004439	CRTAC1	12748	AT	16	null	null	0
PSMD7_AT_37560	1.442963005	1.061949319	1.960679476	0.019067588	PSMD7	37560	AT	8.2	null	null	0
ZSCAN9_AT_75720	0.699157265	0.518340859	0.9430491	0.019077092	ZSCAN9	75720	AT	5	null	null	0
NAA15_AT_70630	1.435434453	1.060881669	1.942226102	0.019126506	NAA15	70630	AT	20	null	null	0
CHORDC1_AT_18265	1.428467345	1.059942908	1.925121569	0.019162672	CHORDC1	18265	AT	12	null	null	0
FAN1_AT_29778	1.431868691	1.060164947	1.933895245	0.019234341	FAN1	29778	AT	5.2	null	null	0
ADAM9_AT_83483	1.428038434	1.059274786	1.925179186	0.019398073	ADAM9	83483	AT	22	null	null	0
SLC27A5_AT_52475	0.701665551	0.52126405	0.944501247	0.019464497	SLC27A5	52475	AT	13	null	null	0
TMEM14B_AT_75314	0.698659723	0.517083572	0.94399713	0.019528435	TMEM14B	75314	AT	15	null	null	0
TMEM14B_AT_75311	0.69865766	0.517012328	0.944121637	0.019582092	TMEM14B	75311	AT	5.2	null	null	0
C19orf55_AT_49287	1.425428851	1.058198576	1.920100306	0.019693633	C19orf55	49287	AT	10	null	null	0
CDC42_AT_1004	1.430229278	1.058650745	1.932229112	0.019738245	CDC42	1004	AT	9	null	null	0
ZNF333_AT_48017	1.425520988	1.058071535	1.92057911	0.01974734	ZNF333	48017	AT	17	null	null	0
JKAMP_AT_27745	0.696999391	0.514456033	0.944314226	0.01981865	JKAMP	27745	AT	4.3	null	null	0
JKAMP_AT_27744	1.434721484	1.058969538	1.943800707	0.01981865	JKAMP	27744	AT	7	null	null	0
THADA_AT_53382	1.433893739	1.058793922	1.941880485	0.019848834	THADA	53382	AT	40	null	null	0
PSPC1_AT_25404	0.702408648	0.521791655	0.945545802	0.019850276	PSPC1	25404	AT	12	null	null	0
EP400NL_AT_25241	1.424675879	1.057647683	1.919071346	0.019874027	EP400NL	25241	AT	6.2	null	null	0
PALLD_AT_71124	0.702065823	0.521159611	0.945768647	0.019980225	PALLD	71124	AT	10	null	null	0
ZSCAN9_AT_75721	1.426471362	1.057558875	1.924073065	0.019991245	ZSCAN9	75721	AT	3.3	null	null	0
CEP41_AT_81797	1.423685978	1.057087429	1.917421122	0.020048752	CEP41	81797	AT	13	null	null	0
DYNLT3_AT_88789	1.428285798	1.057284552	1.929471415	0.020181501	DYNLT3	88789	AT	6.2	null	null	0
CCDC38_AT_23812	0.698854747	0.516339749	0.945884872	0.020328996	CCDC38	23812	AT	3	null	null	0
INADL_AT_3237	1.419358374	1.055612593	1.908444638	0.020437009	INADL	3237	AT	40.2	null	null	0
KIF1B_AT_602	0.702076574	0.520570776	0.946867435	0.020465311	KIF1B	602	AT	52.2	null	null	0
ZNF571_AT_49548	0.701127623	0.519040322	0.94709394	0.020653833	ZNF571	49548	AT	5	null	null	0
INADL_AT_3239	0.705734295	0.525330806	0.948090022	0.02067473	INADL	3239	AT	47.3	null	null	0
ANTXR1_AT_53845	0.702819119	0.521310252	0.947525418	0.020690632	ANTXR1	53845	AT	20	null	null	0
KIF1B_AT_601	1.423327189	1.055355699	1.919599515	0.020722865	KIF1B	601	AT	25	null	null	0
ZNF250_AT_85677	1.418585066	1.054668485	1.908072174	0.020783867	ZNF250	85677	AT	9.2	null	null	0
DYNC1I1_AT_80543	1.420768441	1.054623781	1.914031333	0.020902396	DYNC1I1	80543	AT	6	null	null	0
TMEM108_AT_66827	0.70611811	0.525546986	0.948731129	0.020930944	TMEM108	66827	AT	8	null	null	0
CHCHD7_AT_83900	0.702045118	0.519943191	0.947925381	0.020941733	CHCHD7	83900	AT	5.6	null	null	0
ATP13A4_AT_68135	0.703258199	0.521536398	0.948298329	0.020998528	ATP13A4	68135	AT	14.2	null	null	0
WDR16_AT_39226	0.634649716	0.431184116	0.934125927	0.021139018	WDR16	39226	AT	5.2	null	null	0
SYS1_AT_59528	0.704021784	0.522375462	0.948832224	0.021170857	SYS1	59528	AT	6	null	null	0
HECTD2_AT_12517	0.705777791	0.524750313	0.949255824	0.021202903	HECTD2	12517	AT	5.2	null	null	0
ZFP64_AT_59811	1.417517375	1.053478203	1.907353664	0.021223492	ZFP64	59811	AT	13	null	null	0
ABCD1_AT_90468	0.704826776	0.52338078	0.949176589	0.021254216	ABCD1	90468	AT	2.2	null	null	0
TGFB3_AT_28531	1.416505066	1.052793293	1.905869476	0.021461614	TGFB3	28531	AT	7	null	null	0
CHEK1_AT_19311	1.419027031	1.052944089	1.912388069	0.021513924	CHEK1	19311	AT	13.3	null	null	0
MAPK14_AT_75946	1.426714714	1.053733034	1.931717816	0.021534388	MAPK14	75946	AT	13	null	null	0
PLIN2_AT_85961	1.417078498	1.052646004	1.907679753	0.021549344	PLIN2	85961	AT	4.3	null	null	0
CHTOP_AT_7747	0.705913202	0.52381217	0.951320868	0.022149771	CHTOP	7747	AT	4.5	null	null	0
TNFRSF19_AT_25466	0.707424343	0.525793952	0.951797182	0.022237134	TNFRSF19	25466	AT	10.2	null	null	0
CASP8_AT_56816	1.416076642	1.050703985	1.908504283	0.02232458	CASP8	56816	AT	14	null	null	0
PTK7_AT_76244	0.706292063	0.523989219	0.952020499	0.022445366	PTK7	76244	AT	3.2	null	null	0
TRIM14_AT_87031	0.707337939	0.525410206	0.95225969	0.022464371	TRIM14	87031	AT	8	null	null	0
SHFM1_AT_80552	0.708640698	0.527174982	0.952571074	0.022494868	SHFM1	80552	AT	4.2	null	null	0
PLEKHB2_AT_55369	0.708882189	0.527484598	0.952660911	0.022515956	PLEKHB2	55369	AT	11	null	null	0
ZNF235_AT_50303	0.706164579	0.523668277	0.952260111	0.022570397	ZNF235	50303	AT	7	null	null	0
CEP152_AT_30502	0.707994371	0.526178904	0.952634218	0.022583565	CEP152	30502	AT	26.2	null	null	0
NUP43_AT_78095	0.706303264	0.523709465	0.952559261	0.022700088	NUP43	78095	AT	7.2	null	null	0
MED17_AT_18327	0.705029416	0.521948048	0.952329411	0.02270505	MED17	18327	AT	2.2	null	null	0
EI24_AT_19298	0.706221433	0.523553368	0.95262249	0.022737529	EI24	19298	AT	6	null	null	0
NXNL2_AT_86786	0.707991345	0.525935369	0.953067191	0.02279122	NXNL2	86786	AT	4	null	null	0
ZNF512_AT_53020	0.708263457	0.526166479	0.953381001	0.022917688	ZNF512	53020	AT	15.2	null	null	0
BTF3L4_AT_2992	0.706527196	0.523764244	0.953063683	0.022920796	BTF3L4	2992	AT	6.2	null	null	0
IPO11_AT_72190	0.709116865	0.527273164	0.953674039	0.022982575	IPO11	72190	AT	32	null	null	0
TVP23B_AT_39652	1.414120528	1.048956083	1.906406665	0.022991974	TVP23B	39652	AT	9	null	null	0
HEXA_AT_31540	1.425321372	1.049792445	1.935183496	0.023122605	HEXA	31540	AT	15	null	null	0
TMEM14B_AT_75309	0.706975084	0.524138322	0.953591348	0.023134187	TMEM14B	75309	AT	9	null	null	0
CDC42_AT_1003	0.706526245	0.523325365	0.953860384	0.023303723	CDC42	1003	AT	8	null	null	0
RBBP6_AT_35643	0.707358095	0.524388514	0.954169402	0.023379474	RBBP6	35643	AT	3.2	null	null	0
ZNF280D_AT_30769	1.409340528	1.04751365	1.896147822	0.023414529	ZNF280D	30769	AT	27.5	null	null	0
ARHGEF28_AT_72492	1.409705944	1.046865084	1.898306551	0.023721025	ARHGEF28	72492	AT	38	null	null	0
CROT_AT_80322	0.710224749	0.527883222	0.955550724	0.023802029	CROT	80322	AT	20	null	null	0
MAPK1_AT_61256	1.41047955	1.046706309	1.900678868	0.023826653	MAPK1	61256	AT	9	null	null	0
URGCP_AT_79356	1.409956533	1.046592599	1.899475906	0.023854637	URGCP	79356	AT	8	null	null	0
SP140L_AT_57887	0.708803205	0.525739861	0.955609458	0.023956215	SP140L	57887	AT	8.2	null	null	0
ZNF530_AT_52302	1.406194522	1.04570612	1.890954825	0.02408943	ZNF530	52302	AT	4.2	null	null	0
ASRGL1_AT_16339	1.420842593	1.046609153	1.928889755	0.024319492	ASRGL1	16339	AT	7	null	null	0
ICA1L_AT_56955	1.418470561	1.046279996	1.923059545	0.02436528	ICA1L	56955	AT	17	null	null	0
ICA1L_AT_56954	0.70498467	0.520004699	0.955767103	0.02436528	ICA1L	56954	AT	8.2	null	null	0
HMGA2_AT_22880	1.404568441	1.044834531	1.888157835	0.024417268	HMGA2	22880	AT	10	null	null	0
ITGBL1_AT_26208	0.710544746	0.527587365	0.956948307	0.024470018	ITGBL1	26208	AT	13	null	null	0
DPM2_AT_87689	1.411354663	1.045339413	1.90552653	0.024483484	DPM2	87689	AT	4	null	null	0
FBLN1_AT_62666	0.710758456	0.527729425	0.957266281	0.024611243	FBLN1	62666	AT	22	null	null	0
CHTOP_AT_7746	1.40743297	1.044362828	1.896723544	0.024761118	CHTOP	7746	AT	5	null	null	0
HECTD2_AT_12516	1.404026579	1.043801943	1.888567699	0.024872847	HECTD2	12516	AT	21	null	null	0
FAN1_AT_29777	0.709491118	0.525667312	0.957597391	0.024887282	FAN1	29777	AT	16	null	null	0
TAB3_AT_88751	1.408043828	1.043996906	1.899035725	0.024957135	TAB3	88751	AT	12	null	null	0
EFCAB4B_AT_19757	1.403171349	1.043304652	1.887166738	0.025068401	EFCAB4B	19757	AT	14	null	null	0
P4HA3_AT_17766	0.71217178	0.529122427	0.958546867	0.025139006	P4HA3	17766	AT	16	null	null	0
TTBK1_AT_76260	0.686099189	0.493334631	0.954184172	0.025178846	TTBK1	76260	AT	15	null	null	0
CCDC90B_AT_18061	0.709421536	0.525208016	0.95824683	0.025221233	CCDC90B	18061	AT	5.3	null	null	0
ZSCAN20_AT_1678	0.712356519	0.529188309	0.958924832	0.025316834	ZSCAN20	1678	AT	6.2	null	null	0
UBFD1_AT_35609	0.708275691	0.52348144	0.958304185	0.025347341	UBFD1	35609	AT	4	null	null	0
MS4A4E_AT_16068	1.448524755	1.046360495	2.005259158	0.025544347	MS4A4E	16068	AT	7	null	null	0
LACTB_AT_31009	0.711074476	0.526992983	0.959456627	0.025698899	LACTB	31009	AT	5.2	null	null	0
HVCN1_AT_24491	0.713721974	0.530631281	0.959986858	0.025749515	HVCN1	24491	AT	10	null	null	0
FANCM_AT_27405	1.401382721	1.04163708	1.88537214	0.025782482	FANCM	27405	AT	11.2	null	null	0
HES2_AT_401	0.713943407	0.530777195	0.960318553	0.025903679	HES2	401	AT	5	null	null	0
IL1RAP_AT_68106	0.714689725	0.531742179	0.960580942	0.025978003	IL1RAP	68106	AT	14	null	null	0
TASP1_AT_58704	1.400030075	1.041067924	1.882763041	0.025998256	TASP1	58704	AT	17	null	null	0
KLHL5_AT_69042	1.400757351	1.040788002	1.885226532	0.026164813	KLHL5	69042	AT	12	null	null	0
ZNF277_AT_81442	1.406391628	1.0412414	1.899595437	0.026185064	ZNF277	81442	AT	12	null	null	0
YIF1B_AT_49606	0.71187892	0.52746917	0.960760599	0.026307111	YIF1B	49606	AT	9.2	null	null	0
SSU72_AT_179	0.713800606	0.530010266	0.961323465	0.02644275	SSU72	179	AT	2.2	null	null	0
RBBP6_AT_35642	1.403308241	1.040360514	1.892876549	0.026479899	RBBP6	35642	AT	18	null	null	0
