Land.Use.and.Land.Cover.Change	Anthropogenic.biomes.of.the.world	Clinical.Antibiotic.Usage	Pesticides	Energy.Extraction.and.Production	Agricultural.Crops	Fungicides	Mining.and.sewage.treatment	Trends.in.Global.Freshwater.Availability	GDP	Veterinary.Antibiotics	PM2.5	Non-Conventional.Energy.Resources	LH.ARG
-3.26612312887916e-02	-1.45966847023353e-02	 2.04223090093725e-03	-2.60374335960505e-03	 1.83611698804794e-03	-7.59537016135037e-03	-3.52395459570958e-02	 3.33468692299518e-03	 1.41185920105691e-02	 2.41041193085367e-02	 1.96085921649668e-02	 8.26168591368867e-03	-1.21844917254820e-02	0.000000000e+00
-3.26612312887916e-02	-1.45966847023353e-02	 2.04223090093725e-03	-2.60374335960505e-03	 1.83611698804794e-03	-7.59537016135037e-03	-3.52395459570958e-02	 3.33468692299518e-03	 1.41185920105691e-02	 2.41041193085367e-02	 1.96085921649668e-02	 8.26168591368867e-03	-1.21844917254820e-02	0.000000000e+00
-7.48416360692634e-03	 4.16431035987478e-02	 3.10062446700911e-02	 1.13510771032705e-02	 2.17286146987330e-02	 6.66225584745726e-03	-5.81600415913917e-02	-2.88632061063376e-02	-3.19604853648988e-02	-3.51325339439025e-02	 1.57721454245365e-02	 2.63385644436616e-03	-1.26439263267747e-02	1.245313960e+05
-6.95579537956989e-03	 4.18381902761679e-02	 3.05128230535994e-02	 1.18156784371733e-02	 2.16271506404333e-02	 7.18902619246036e-03	-5.82179478334390e-02	-2.77343336907653e-02	-3.30379297547847e-02	-3.32078438732970e-02	 2.82974627827353e-02	-1.76200949834909e-02	-1.57205568724892e-02	4.415532820e+05
-7.53540810359821e-03	 4.16241828573516e-02	 3.10540998231359e-02	 1.13060171237406e-02	 2.17384553256456e-02	 6.61116632353488e-03	-5.81544254773367e-02	-2.89726913019789e-02	-3.18559879848654e-02	-3.53192025753814e-02	 1.45573608284080e-02	 4.59821291547715e-03	-1.23455352131583e-02	9.378460590e+04
-7.69171531190469e-03	 4.15664703524232e-02	 3.12000687731951e-02	 1.11685740798219e-02	 2.17684714448502e-02	 6.45533181687270e-03	-5.81372950698494e-02	-2.93066457047543e-02	-3.15372475383948e-02	-3.58885837686766e-02	 1.08519953502305e-02	 1.05899407313268e-02	-1.14353753914804e-02	0.000000000e+00
-1.82510826159555e-02	 6.58202764052480e-03	-2.10639478521569e-02	 4.52860410721875e-03	 1.12074409449070e-02	-2.21785651580398e-02	-3.14898254186370e-02	-1.26707089891118e-02	 5.34189480918024e-03	 9.23726509387396e-03	-2.87299730570320e-02	-6.44808782651971e-03	-1.87027551770384e-02	0.000000000e+00
-1.82510826159555e-02	 6.58202764052480e-03	-2.10639478521569e-02	 4.52860410721875e-03	 1.12074409449070e-02	-2.21785651580398e-02	-3.14898254186370e-02	-1.26707089891118e-02	 5.34189480918024e-03	 9.23726509387396e-03	-2.87299730570320e-02	-6.44808782651971e-03	-1.87027551770384e-02	0.000000000e+00
-1.82510826159555e-02	 6.58202764052480e-03	-2.10639478521569e-02	 4.52860410721875e-03	 1.12074409449070e-02	-2.21785651580398e-02	-3.14898254186370e-02	-1.26707089891118e-02	 5.34189480918024e-03	 9.23726509387396e-03	-2.87299730570320e-02	-6.44808782651971e-03	-1.87027551770384e-02	0.000000000e+00
-1.63535042407178e-02	 3.65332017366103e-03	-1.68690421342161e-02	-1.13409813232123e-04	 7.74232700641362e-03	-2.07549824006775e-04	 3.63888921493194e-03	 2.59470001240871e-02	 2.39390980959588e-02	-2.04602220384302e-02	 2.65397588909723e-02	 1.12657579728487e-02	 2.90126743723747e-02	2.637130900e+04
-6.02093980979707e-03	 2.88868959909249e-02	-4.49190591094085e-04	 4.31609887462872e-02	-7.44473014947910e-02	-2.26802240115853e-02	 7.56126486134792e-03	-1.99893839415582e-02	-2.08220457632572e-02	 3.40649250023589e-02	-4.35830864261039e-02	-1.79657582353013e-03	-1.78947174406016e-02	3.712056200e+04
-5.93766411256959e-03	 2.89176434474161e-02	-5.26958380701806e-04	 4.32342141940155e-02	-7.44632931645413e-02	-2.25972001553281e-02	 7.55213830446838e-03	-1.98114632555283e-02	-2.09918609189498e-02	 3.43682738777793e-02	-4.16089810919925e-02	-4.98878504323456e-03	-1.83796227406186e-02	8.708613000e+04
-6.01685131437683e-03	 2.88884055650172e-02	-4.53008670824890e-04	 4.31645838156490e-02	-7.44480866202323e-02	-2.26761478805245e-02	 7.56081678481124e-03	-1.99806487650996e-02	-2.08303829913975e-02	 3.40798181888367e-02	-4.34861659452641e-02	-1.95330021263382e-03	-1.79185243034003e-02	3.957366660e+04
-6.07548767690754e-03	 2.88667555630870e-02	-3.98250554634111e-04	 4.31130240684188e-02	-7.44368265122276e-02	-2.27346069159486e-02	 7.56724300657415e-03	-2.01059268737807e-02	-2.07108121758545e-02	 3.38662231638219e-02	-4.48761795974894e-02	 2.94408822682469e-04	-1.75770911613014e-02	4.391743700e+03
-5.97325812862001e-03	 2.89045012523185e-02	-4.93718575528610e-04	 4.32029158939290e-02	-7.44564579440782e-02	-2.26326865285507e-02	 7.55603921221065e-03	-1.98875107935868e-02	-2.09192778775756e-02	 3.42386153447370e-02	-4.24527607214279e-02	-3.62435880622482e-03	-1.81723626682761e-02	6.572965640e+04
-5.27357998847239e-04	 4.32914356437978e-02	-2.99664564780593e-03	 7.16297333500515e-02	-1.28458031632686e-01	 1.65906598223418e-02	 6.01598277971064e-02	-2.75015010837775e-04	-4.33235289162607e-02	-1.34295119601099e-01	 1.21707996491779e-01	-1.58077975312956e-02	-1.63781422896148e-01	2.124495400e+05
-3.50317262478119e-04	 4.33568034824339e-02	-3.16197679718483e-03	 7.17854076658289e-02	-1.28492029270444e-01	 1.67671651550780e-02	 6.01404251093564e-02	 1.03237112155380e-04	-4.36845490122959e-02	-1.33650212262353e-01	 1.25904863929186e-01	-2.25943041558753e-02	-1.64812311789816e-01	3.186743000e+05
 5.07445168230046e-04	 4.36735106838866e-02	-3.96300627475859e-03	 7.25396497811669e-02	-1.28656747837479e-01	 1.76223335549939e-02	 6.00464190803032e-02	 1.93586878265798e-03	-4.54336915060551e-02	-1.30525635976640e-01	 1.46238688156871e-01	-5.54749311669375e-02	-1.69806968846480e-01	8.333333000e+05
-8.81439504918686e-04	 4.31606999542182e-02	-2.66598331791957e-03	 7.13183846891864e-02	-1.28390036350770e-01	 1.62376491236371e-02	 6.01986331762596e-02	-1.03151932804143e-03	-4.26014886562175e-02	-1.35584934400014e-01	 1.13314260826781e-01	-2.23478300437242e-03	-1.61719644914715e-01	0.000000000e+00
-4.24553424790079e-02	 1.43136516114035e-02	 1.25514003822518e-02	 1.97496017715405e-03	 4.94828570013918e-02	 2.26731231334894e-02	 2.09861100211758e-02	-2.74958622717882e-02	 6.65307424352540e-02	 5.92242900825576e-03	 6.94529246541810e-03	-5.33460035074571e-02	 1.00092340240431e-02	0.000000000e+00
-4.24553424790079e-02	 1.43136516114035e-02	 1.25514003822518e-02	 1.97496017715405e-03	 4.94828570013918e-02	 2.26731231334894e-02	 2.09861100211758e-02	-2.74958622717882e-02	 6.65307424352540e-02	 5.92242900825576e-03	 6.94529246541810e-03	-5.33460035074571e-02	 1.00092340240431e-02	0.000000000e+00
-4.24553424790079e-02	 1.43136516114035e-02	 1.25514003822518e-02	 1.97496017715405e-03	 4.94828570013918e-02	 2.26731231334894e-02	 2.09861100211758e-02	-2.74958622717882e-02	 6.65307424352540e-02	 5.92242900825576e-03	 6.94529246541810e-03	-5.33460035074571e-02	 1.00092340240431e-02	0.000000000e+00
-4.24553424790079e-02	 1.43136516114035e-02	 1.25514003822518e-02	 1.97496017715405e-03	 4.94828570013918e-02	 2.26731231334894e-02	 2.09861100211758e-02	-2.74958622717882e-02	 6.65307424352540e-02	 5.92242900825576e-03	 6.94529246541810e-03	-5.33460035074571e-02	 1.00092340240431e-02	0.000000000e+00
 7.52714603177875e-03	 1.90222245024565e-02	-2.91223453973337e-04	 1.07673314718996e-02	 8.43776839307856e-03	-4.95787047751435e-02	-3.99494651491431e-02	-1.23698669051360e-02	-2.84182102782308e-02	 3.54314553978049e-02	-1.05224038060463e-02	 4.79217736792063e-03	-3.00084388074343e-02	0.000000000e+00
 7.52714603177875e-03	 1.90222245024565e-02	-2.91223453973337e-04	 1.07673314718996e-02	 8.43776839307856e-03	-4.95787047751435e-02	-3.99494651491431e-02	-1.23698669051360e-02	-2.84182102782308e-02	 3.54314553978049e-02	-1.05224038060463e-02	 4.79217736792063e-03	-3.00084388074343e-02	0.000000000e+00
 8.23037882535603e-03	 1.92818755224246e-02	-9.47943982974434e-04	 1.13856935857134e-02	 8.30272459318393e-03	-4.88775986864151e-02	-4.00265355827008e-02	-1.08673918105089e-02	-2.98522371348692e-02	 3.79931256592707e-02	 6.14819344072155e-03	-2.21648615041033e-02	-3.41032866454522e-02	4.219409400e+05
 7.52714603177875e-03	 1.90222245024565e-02	-2.91223453973337e-04	 1.07673314718996e-02	 8.43776839307856e-03	-4.95787047751435e-02	-3.99494651491431e-02	-1.23698669051360e-02	-2.84182102782308e-02	 3.54314553978049e-02	-1.05224038060463e-02	 4.79217736792063e-03	-3.00084388074343e-02	0.000000000e+00
-3.15127393169358e-02	 8.71522294309056e-03	-3.49782519036909e-02	 3.89659634077476e-03	 2.72593796720598e-02	-7.52964094853601e-03	 4.84703461050246e-03	-6.81098069109190e-02	 3.40424705021276e-02	-1.31491141805544e-02	-2.72505912632897e-02	-3.62028199451598e-02	 1.01847310463925e-02	1.058721680e+05
-3.16509627079095e-02	 8.66418743283344e-03	-3.48491706957757e-02	 3.77505464220549e-03	 2.72859231042232e-02	-7.66744632664324e-03	 4.86218313140116e-03	-6.84051247691440e-02	 3.43243345685964e-02	-1.36526213453654e-02	-3.05272679229248e-02	-3.09042995156077e-02	 1.09895907725905e-02	2.293788500e+04
-3.16891924017318e-02	 8.65007208001615e-03	-3.48134695382360e-02	 3.74143875497962e-03	 2.72932644614093e-02	-7.70556040686510e-03	 4.86637289488286e-03	-6.84868035010915e-02	 3.44022922636342e-02	-1.37918808774350e-02	-3.14335280325213e-02	-2.94388397818662e-02	 1.12121981090603e-02	0.000000000e+00
-1.56818477163452e-02	 4.12568286350033e-02	-3.34375538304826e-03	 3.34191220965994e-02	-6.01188258266373e-02	-3.03115602866439e-02	-4.03695000548830e-03	-2.86858914295359e-03	-1.72398662105874e-02	 4.96607939801842e-02	-3.63153972863961e-02	-3.09360204474848e-03	-2.35637098521200e-02	6.090018500e+03
 3.85022392262697e-02	-1.15945471540523e-02	-2.32833082425601e-02	-1.39770550659376e-02	 5.75184608572906e-03	 3.73385202994602e-03	 1.24748096322477e-02	 3.96740710815473e-03	-3.08655151446210e-02	 3.48192355460927e-02	 1.68556143115059e-03	-1.75065489163297e-03	-2.67614259946869e-02	5.630231580e+04
 3.84282123950054e-02	-1.16218796994318e-02	-2.32141775930338e-02	-1.40421478606389e-02	 5.76606166935854e-03	 3.66004906938630e-03	 1.24829225644553e-02	 3.80924686402985e-03	-3.07145602046432e-02	 3.45495775694849e-02	-6.92934344542457e-05	 1.08701733609971e-03	-2.63303758321710e-02	1.188608400e+04
-2.08337578935406e-02	 1.61529964295463e-02	-1.63318330483691e-02	-1.57316939445096e-02	 5.26598399462677e-02	-2.63841305415299e-02	 1.07923862604878e-01	 1.85981792077954e-02	-5.37117234966848e-03	-4.16724106561412e-02	 8.03807391467960e-02	 1.52474821117580e-02	 1.11128021114655e-02	1.593371600e+05
 1.59404606070480e-03	 9.71751304242439e-03	-1.16623320485847e-02	-2.60705372506060e-02	 5.44943914072953e-03	-1.44982558284678e-02	 1.53863404248038e-02	 3.51539823453830e-02	-7.11353057115880e-02	 4.65527856669281e-02	 2.01376740112768e-02	 1.84390688173155e-02	 4.55882255164078e-02	4.448082000e+04
 1.55161584946447e-03	 9.70184675420997e-03	-1.16227081985227e-02	-2.61078467096525e-02	 5.45758713526073e-03	-1.45405577229732e-02	 1.53909905418150e-02	 3.50633290990745e-02	-7.10487823540210e-02	 4.63982248851858e-02	 1.91318378654895e-02	 2.00655470819818e-02	 4.58352920075484e-02	1.902261700e+04
 2.12172412336196e-02	 2.05859871991710e-02	 1.27086386379076e-02	 9.51140066645357e-03	 1.08486231290582e-02	-1.41513157011343e-02	-7.19271946267084e-03	 8.14512547956509e-03	-1.30167024954153e-02	-5.79552985548839e-04	-7.71371342859125e-03	 9.41801986363542e-03	 1.93504629021873e-02	7.895586650e+04
 7.61411894921997e-03	 3.38781248711677e-02	 2.04215389172775e-02	 1.66161223808780e-02	 2.90429654863762e-02	-4.00276261733277e-02	-2.69713252969658e-02	-1.93021892551224e-02	 7.30794758391084e-03	 1.98242719317142e-03	-2.50473916266163e-03	-1.70284188049373e-02	 1.58029285957545e-02	1.678424984e+05
 7.89235438014303e-03	 3.39808563053247e-02	 2.01617061548530e-02	 1.68607785612707e-02	 2.89895351426830e-02	-3.97502321773398e-02	-2.70018183648207e-02	-1.87077320437654e-02	 6.74057205185924e-03	 2.99595704500901e-03	 4.09101526042833e-03	-2.76940239864213e-02	 1.41827940355051e-02	3.347842570e+05
 9.82342300093208e-03	 3.46938548196084e-02	 1.83583596417717e-02	 1.85587933369986e-02	 2.86187065254877e-02	-3.78250034619662e-02	-2.72134528295288e-02	-1.45819538729377e-02	 2.80275190252206e-03	 1.00302721450789e-02	 4.98682707113406e-02	-1.01717721900668e-01	 2.93839212603495e-03	1.493428900e+06
 7.33438228979361e-03	 3.37748391461476e-02	 2.06827736159965e-02	 1.63701461499429e-02	 2.90966841152624e-02	-4.03065168578287e-02	-2.69406677027511e-02	-1.98998538800956e-02	 7.87838440947910e-03	 9.63428807375079e-04	-9.13608119768118e-03	-6.30526699666193e-03	 1.74318046458025e-02	0.000000000e+00
 3.62521932719180e-03	 1.72557509498127e-02	 3.16876857322732e-02	 1.37665974474099e-02	 4.61722633479561e-03	-1.55526712528484e-02	-5.05507282209134e-02	 6.93612909089352e-03	-4.45079066285672e-02	-3.54240011874763e-02	 2.74185239326263e-02	 2.36999512937110e-02	-2.05722554559628e-02	1.381366518e+05
 3.42596307499908e-03	 1.71821805907661e-02	 3.18737630491189e-02	 1.35913887278766e-02	 4.65549008144484e-03	-1.57513249176168e-02	-5.05288908352200e-02	 6.51041294241107e-03	-4.41015848250234e-02	-3.61498331172654e-02	 2.26950230385514e-02	 3.13380457979920e-02	-1.94120080372491e-02	1.858254238e+04
-4.89274942013419e-02	 1.87028466326337e-02	-8.02248502729130e-02	 4.69894671541409e-02	-8.88048219799181e-02	 1.03323182400714e-02	 9.29214809330651e-02	 3.02120302101464e-02	 1.81225801730162e-03	-2.99908866957873e-03	 2.01841627082788e-02	 1.43205857236777e-02	 1.00638601052833e-01	1.194161751e+05
-4.10480732708476e-02	 1.53607392409075e-02	-1.18659247386113e-02	 4.57452793834960e-02	-5.79756579626775e-02	 2.97429769492273e-02	 6.22916316443608e-02	 4.05448719894434e-02	 1.25085863387789e-02	-9.36533039903730e-03	-1.91592793764356e-02	 1.94927292472368e-02	 1.18543599490540e-02	0.000000000e+00
-4.10480732708476e-02	 1.53607392409075e-02	-1.18659247386113e-02	 4.57452793834960e-02	-5.79756579626775e-02	 2.97429769492273e-02	 6.22916316443608e-02	 4.05448719894434e-02	 1.25085863387789e-02	-9.36533039903730e-03	-1.91592793764356e-02	 1.94927292472368e-02	 1.18543599490540e-02	0.000000000e+00
-1.46053468253805e-02	 4.29878332626528e-03	-1.85015753053976e-02	 1.42376866379591e-03	 7.40662334990432e-03	 1.53532084292248e-03	 3.44730080899056e-03	 2.96819837625361e-02	 2.03742690576641e-02	-1.40921986695963e-02	 6.79809835625245e-02	-5.57464004902747e-02	 1.88333444576037e-02	1.075268900e+06
-1.63974562907331e-02	 3.63709198475918e-03	-1.68279971007644e-02	-1.52057445711863e-04	 7.75076724398705e-03	-2.51368954967705e-04	 3.64370611707498e-03	 2.58530954297827e-02	 2.40287247753484e-02	-2.06203264312896e-02	 2.54978465531720e-02	 1.29505729183222e-02	 2.92686023646770e-02	0.000000000e+00
 2.23625435971758e-02	 1.18377109833875e-02	 5.96744603118817e-03	 5.04215471716863e-03	 8.41447741211788e-03	-5.99306902236653e-03	-8.12204439293373e-03	 6.99518265768121e-03	-2.31798819914463e-03	-9.54464526666322e-03	-1.06069878466046e-02	 1.33091158920977e-02	 1.82406384286181e-02	0.000000000e+00
 1.55935398876465e-02	 3.22290497072937e-02	 2.45357948706035e-02	 1.58471090652637e-02	 2.16507406903403e-02	-3.71084300366426e-02	-2.86181265665045e-02	-2.08593528803994e-03	-5.85890869530354e-03	-4.68036819176020e-05	-6.06636817515753e-03	 9.94799328733773e-03	 1.80140311543970e-02	0.000000000e+00
 1.55935165276629e-02	 3.22289656547572e-02	 2.45357935727408e-02	 1.58470772917851e-02	 2.16507182687084e-02	-3.71083199180993e-02	-2.86179964941028e-02	-2.08591841198190e-03	-5.85885745956641e-03	-4.68491419455138e-05	-6.06640606706490e-03	 9.94795993316408e-03	 1.80140557836146e-02	0.000000000e+00
 3.81835066069201e-03	 8.59169996872389e-03	 3.65583658998975e-02	 7.78211589077997e-03	 5.23961223229375e-03	 8.94601204721687e-04	-2.85326835757264e-02	-1.63125130795753e-02	-2.31027023435218e-02	-5.68976735501761e-02	 2.17692165019901e-02	 2.22074068502882e-02	 4.39642334494130e-03	0.000000000e+00
 4.02970940593362e-03	 8.66973886890371e-03	 3.63609865565964e-02	 7.96796649626126e-03	 5.19902440937212e-03	 1.10532076238205e-03	-2.85558473278733e-02	-1.58609396409395e-02	-2.35337034569938e-02	-5.61277557972910e-02	 2.67796149769836e-02	 1.41053872012371e-02	 3.16570442952192e-03	1.268156270e+05
 1.23257724359753e-02	 2.77238456161179e-02	 2.74271082711666e-02	 1.55283635418540e-02	 1.19334176444133e-02	-2.74575086915733e-02	-4.34408357649527e-02	 1.19419744753946e-02	-2.65911323137815e-02	-1.59781540537125e-02	 9.61251559231086e-03	 2.80016543267300e-02	 2.45480501977935e-03	0.000000000e+00
 1.28488928690507e-02	 2.79169946775022e-02	 2.69385873565019e-02	 1.59883504192153e-02	 1.18329613350230e-02	-2.69359702705596e-02	-4.34981668777054e-02	 1.30596348424376e-02	-2.76578754422843e-02	-1.40725801544102e-02	 2.20134305254629e-02	 7.94886671790837e-03	-5.91268192343120e-04	3.138732000e+05
 3.80383716639231e-03	 2.29620552999648e-02	-2.36460520076847e-02	 2.76323650479061e-02	-1.41580594376359e-02	 1.11350626241356e-02	 2.99265166327013e-02	 4.42392791025101e-02	-1.58681142511065e-02	 2.05623669818549e-02	 7.03775019456358e-02	-7.94762239266221e-02	 6.15774044051146e-03	1.157407400e+06
 4.26945943836103e-03	 2.31339746116646e-02	-2.40808777262160e-02	 2.80417930139552e-02	-1.42474742110887e-02	 1.15992767690195e-02	 2.98754870011163e-02	 4.52340931577221e-02	-1.68176075755796e-02	 2.22584919892097e-02	 8.14153850421137e-02	-9.73249332015281e-02	 3.44647274776757e-03	1.436781600e+06
 2.06563039561044e-02	 5.42231232810262e-02	-3.02470208179659e-04	 6.62995566851893e-02	-1.26671754777069e-01	 5.79325812141306e-03	 6.30607617855276e-02	-4.20265097494838e-03	-4.27933084767075e-02	-1.09375012695046e-01	 8.15631677182995e-02	-9.48533736728450e-03	-1.66424530328489e-01	0.000000000e+00
 2.93275977591156e-02	 8.36937484214060e-03	-1.36715563904678e-02	 6.19909632964082e-03	-2.59722693831940e-02	 9.04513874232565e-03	 1.58107088093346e-02	 7.72890100224148e-03	-6.62203093941272e-03	 1.46605404962976e-02	-1.47580475240204e-02	 2.90499588254674e-03	 6.74872104090605e-04	1.480494500e+04
 2.93029229246918e-02	 8.36026428019840e-03	-1.36485135652984e-02	 6.17739941375232e-03	-2.59675310043346e-02	 9.02053852912334e-03	 1.58134130350254e-02	 7.67618257880566e-03	-6.57171420849521e-03	 1.45706573308262e-02	-1.53429807503519e-02	 3.85085687878753e-03	 8.18550973046112e-04	0.000000000e+00
 2.93029229246918e-02	 8.36026428019840e-03	-1.36485135652984e-02	 6.17739941375232e-03	-2.59675310043346e-02	 9.02053852912334e-03	 1.58134130350254e-02	 7.67618257880566e-03	-6.57171420849521e-03	 1.45706573308262e-02	-1.53429807503519e-02	 3.85085687878753e-03	 8.18550973046112e-04	0.000000000e+00
 1.47190684466878e-02	 2.03168754397071e-03	 1.56603690865249e-02	 2.91434522354581e-03	 1.12783832033876e-03	-1.15135923606992e-02	-3.30551313301069e-03	 4.89156216644421e-03	 9.78153486137665e-03	 2.59608580202011e-02	 3.52585704034450e-03	 3.54552638011961e-02	 3.63446461392132e-03	0.000000000e+00
 1.48934419243796e-02	 2.09607056443216e-03	 1.54975287816366e-02	 3.06767418266625e-03	 1.09435288387532e-03	-1.13397462203613e-02	-3.32462350392828e-03	 5.26411562212521e-03	 9.42595381854236e-03	 2.65960493199685e-02	 7.65949535139517e-03	 2.87710012649222e-02	 2.61910687654716e-03	1.046244000e+05
 3.65451425655725e-02	-1.83144424909815e-02	-2.46515305209380e-02	-1.33548055571601e-02	-3.39453276042869e-03	 1.19383265090597e-02	 1.72263848620094e-03	-1.18672077415759e-02	 3.34851715508316e-04	-2.28077211473299e-03	-5.67306768904665e-04	 5.93937930291589e-03	-4.27065166840243e-03	0.000000000e+00
 3.65451425655725e-02	-1.83144424909815e-02	-2.46515305209380e-02	-1.33548055571601e-02	-3.39453276042869e-03	 1.19383265090597e-02	 1.72263848620094e-03	-1.18672077415759e-02	 3.34851715508316e-04	-2.28077211473299e-03	-5.67306768904665e-04	 5.93937930291589e-03	-4.27065166840243e-03	0.000000000e+00
 3.65451425655725e-02	-1.83144424909815e-02	-2.46515305209380e-02	-1.33548055571601e-02	-3.39453276042869e-03	 1.19383265090597e-02	 1.72263848620094e-03	-1.18672077415759e-02	 3.34851715508316e-04	-2.28077211473299e-03	-5.67306768904665e-04	 5.93937930291589e-03	-4.27065166840243e-03	0.000000000e+00
-7.43517396518304e-03	 1.00726318493065e-02	-1.20622395342364e-02	-1.45999498876618e-02	 1.02582914768770e-02	-3.25626847045616e-02	-5.78976382686411e-03	-9.50397179369169e-03	 5.35822302598721e-02	 8.14554227488789e-03	 2.61671374514628e-02	-1.65925531494649e-02	 9.55466493668716e-03	0.000000000e+00
-4.53853588514149e-03	 6.56210067882051e-03	 2.48113173650060e-02	 5.73339042251392e-03	 5.40931530892687e-03	 1.08393349443953e-03	-3.33898064868224e-02	 1.64365181144963e-02	-2.97358429011272e-02	-3.46984992923604e-02	 2.83521405627654e-02	 2.17629174085576e-02	-2.01048993135175e-02	1.240079400e+04
-4.55920381323399e-03	 6.55446956625174e-03	 2.48306183031793e-02	 5.71521683359693e-03	 5.41328423013057e-03	 1.06332806994939e-03	-3.33875413959544e-02	 1.63923605503154e-02	-2.96936970225129e-02	-3.47737864764113e-02	 2.78621936941014e-02	 2.25551815721203e-02	-1.99845522229967e-02	0.000000000e+00
-4.55920381323399e-03	 6.55446956625174e-03	 2.48306183031793e-02	 5.71521683359693e-03	 5.41328423013057e-03	 1.06332806994939e-03	-3.33875413959544e-02	 1.63923605503154e-02	-2.96936970225129e-02	-3.47737864764113e-02	 2.78621936941014e-02	 2.25551815721203e-02	-1.99845522229967e-02	0.000000000e+00
 5.53366432202421e-03	 6.45658140167642e-03	 2.56631663972739e-03	 2.52536470878754e-03	 1.26330454096389e-02	-8.03971596973402e-03	-6.02653745936823e-03	 1.95683744168271e-02	 1.14341553937016e-03	 6.76406018100154e-03	 1.88826647258844e-04	 3.99551082788153e-03	 1.47464734787799e-03	0.000000000e+00
 5.53366432202421e-03	 6.45658140167642e-03	 2.56631663972739e-03	 2.52536470878754e-03	 1.26330454096389e-02	-8.03971596973402e-03	-6.02653745936823e-03	 1.95683744168271e-02	 1.14341553937016e-03	 6.76406018100154e-03	 1.88826647258844e-04	 3.99551082788153e-03	 1.47464734787799e-03	0.000000000e+00
 3.35602056644052e-02	-1.17384579040683e-02	-1.95143096002123e-02	-9.85819094590686e-03	 1.00895727029843e-03	 6.58662033292615e-03	 1.73267220124253e-03	-4.27590318980891e-03	-8.95553049615916e-03	 5.60385411669862e-03	-2.73327416865889e-03	 3.50737586564846e-03	-4.67593137965103e-03	1.801556456e+04
 3.36141030222808e-02	-1.17185576604024e-02	-1.95646421525323e-02	-9.81079826961338e-03	 9.98607206879481e-04	 6.64035469531383e-03	 1.72676534823877e-03	-4.16075008743092e-03	-9.06543757017709e-03	 5.80018634139378e-03	-1.45560174778211e-03	 1.44132720491640e-03	-4.98976981464392e-03	5.035407615e+04
 3.36020110831170e-02	-1.17230223047790e-02	-1.95533499819212e-02	-9.82143087538738e-03	 1.00092925645921e-03	 6.62829932439011e-03	 1.72809055804471e-03	-4.18658482893522e-03	-9.04077978164937e-03	 5.75613896299738e-03	-1.74224914189379e-03	 1.90484778736769e-03	-4.91935977205956e-03	4.309889092e+04
 2.32107735525095e-02	 2.25631301698093e-02	 4.29566124341170e-03	 1.09429760131797e-02	 1.58664229214682e-02	-2.68095362810521e-02	-2.42322426047645e-02	-1.13203007272713e-02	-6.57858626989344e-03	 4.76407533345026e-04	-2.98450597110701e-03	 1.88547629863273e-03	 1.10424362954296e-02	2.655702100e+04
 2.31825870386045e-02	 2.25527230085512e-02	 4.32198348334632e-03	 1.09181912299919e-02	 1.58718356581583e-02	-2.68376375537734e-02	-2.42291535183809e-02	-1.13805219449585e-02	-6.52110854942298e-03	 3.73732352232169e-04	-3.65268587596015e-03	 2.96595058530678e-03	 1.12065632908992e-02	9.645062000e+03
 2.32417625825535e-02	 2.25745720896575e-02	 4.26672184753946e-03	 1.09702250867411e-02	 1.58604720096074e-02	-2.67786409675144e-02	-2.42356388314520e-02	-1.12540918611990e-02	-6.64177885953095e-03	 5.89291456592360e-04	-2.24989057255269e-03	 6.97573096265130e-04	 1.08619905542233e-02	4.515049472e+04
-6.43688895362100e-03	 1.00837182743742e-02	 1.15192965093697e-02	 1.35452190440562e-02	 4.10829115749690e-03	-4.55405833774645e-02	-5.09597727648335e-02	-8.67237643598308e-03	-3.17787750990888e-03	 1.17002197832896e-02	-3.66137082869025e-03	 3.38130050333448e-03	-2.00515702804879e-02	6.607062700e+04
-6.41100349282347e-03	 1.00932758296529e-02	 1.14951231294255e-02	 1.35679804801013e-02	 4.10332029860061e-03	-4.55147761990445e-02	-5.09626096684943e-02	-8.61707147791451e-03	-3.23066294073510e-03	 1.17945129046215e-02	-3.04773890560058e-03	 2.38903253842698e-03	-2.02022984947449e-02	8.160195000e+04
-6.44178779561397e-03	 1.00819095001934e-02	 1.15238713388352e-02	 1.35409114259848e-02	 4.10923189610274e-03	-4.55454674044615e-02	-5.09592358787841e-02	-8.68284293890239e-03	-3.16788782932443e-03	 1.16823747425526e-02	-3.77750110956744e-03	 3.56908792627354e-03	-2.00230448580007e-02	6.313131300e+04
 1.60705391757245e-04	 1.67291290505852e-02	 1.52039526181747e-03	 7.32942662691337e-03	 3.98895566962661e-03	-6.12346484360219e-02	-4.65980619475622e-02	-1.49866674240919e-02	-2.34465149979217e-02	 4.90715796503160e-02	 1.82473676008351e-03	 2.51290135681016e-03	-4.19528530359771e-02	1.529702038e+04
 1.49636771978208e-04	 1.67250422411509e-02	 1.53073179603912e-03	 7.31969383972530e-03	 3.99108120826503e-03	-6.12456835822662e-02	-4.65968488879139e-02	-1.50103158172013e-02	-2.34239439543441e-02	 4.90312599235024e-02	 1.56234782700317e-03	 2.93719501371600e-03	-4.18884016705318e-02	8.655828620e+03
