Gene,E1.1,E1.2,E1.3,E18.1,E18.2,E18.3,E30.1,E30.2,E30.3
LINC00240,0.987891,0.533792,0.608711,0.959036,0.657788,0.932746,0.998079,0.717088,0.967395
GALNT2,4.201072,6.624216,3.342747,4.925396,3.626467,3.66816,3.302374,3.095026,3.865577
CLDN19,34.21748,38.784439,38.350761,36.44054,41.297749,36.900604,41.136311,36.622868,37.803593
DEFB115,8.128406,10.525344,7.949767,11.806354,12.992934,12.17095,6.46453,12.337042,13.012689
DMAP1,4.080374,3.327831,4.941046,4.23945,4.463973,5.071716,4.175746,8.166753,5.583611
MIR553,0,0.020388,0,0.068501,0.092958,0.000454,0,0,0
CCDC110,3.184529,2.951724,3.188662,2.586326,3.053684,2.7383,2.754723,2.63417,2.995882
LOC728989,0.042899,0.032623,0.061544,0.078439,0.02369,0.066859,0.141814,0.098327,0.116259
SFXN1,0.339192,1.12408,0.365288,0.292263,0.58427,1.081932,0.810213,0.289113,0.249583
UBA2,1.387934,1.411871,1.652174,2.87467,1.708752,1.999872,2.122185,2.817014,1.945697
FAM47B,0,0,0.001862,0,0,0,0,0,0
WBSCR17,0.121001,0.135497,0.145306,0.56736,0.313688,0.244707,0.242486,0.29558,0.221029
WBP11P1,4.682001,5.557904,5.993846,4.408812,5.342809,5.258846,5.00014,5.156228,5.63571
TEX12,0.332211,0.182518,0.198307,0.187958,0.509845,0.320026,0.022088,0.117927,0.18851
C2orf76,0.107673,0,0.278457,0.155395,0.12394,0.21946,0.36356,0.389804,0.518346
CHRNB4,0.533399,0.358172,0.359742,0.178121,0.368235,0.356754,0.235352,0.25277,0.149311
CEP89,0.136078,0.463504,0.695845,0.236299,0.336759,0.290657,2.154644,0.254619,0.846439
CLCN3,73.094765,68.432457,68.248116,67.235176,76.930183,69.961044,76.157608,77.545113,71.169632
MAGEA9B,0.415523,0.427809,0.478421,0.507643,0.642274,0.664601,0.816333,0.71441,0.850574
EBI3,23.866247,23.269594,22.505381,18.566748,20.601753,20.025547,20.356443,19.647474,21.291359
HIST1H3E,0.279089,0.104383,0.128341,0.179358,0.147126,0.055507,0.107088,0.074585,0.052558
CUL4B,0.62693,0.864437,0.897389,0.979424,1.247247,0.767532,1.60209,1.263203,1.188685
XKRY2,0.196727,1.890737,2.458237,2.844745,2.377437,2.672252,2.242485,2.777625,2.506023
LOC100652911,0.14003,0.133956,0.144458,0.254138,0.229182,0.180839,0.103041,0.106954,0.121046
CHRNB1,7.623038,6.983291,7.596308,7.400175,6.667612,7.17865,7.256125,7.431735,7.218944
MIR106A,14.296772,22.019978,16.155748,31.059368,16.824944,25.569357,25.158964,25.49601,28.973879
CCDC85C,27.044325,27.942936,23.009964,31.683826,25.109919,29.36301,34.995529,25.186735,26.854053
KLHL28,3.196845,3.563248,3.717605,2.781568,3.29015,3.245695,3.020861,2.666208,3.101463
MIR218-1,0.083475,0.323032,0.302785,0.370325,0.313917,0.205097,1.070426,0.884663,0.539823
SLC25A16,16.216318,12.781069,24.671608,14.848222,16.798885,10.472419,8.474311,8.796587,12.842542
PRRC2A,0,0.050487,0,0,0,0.025401,0.190131,0.022851,0.046475
RERGL,20.257641,16.024839,17.961128,15.063886,12.903524,18.455839,11.250981,12.376369,11.753051
MIR493,0,0,0,0.031605,0,0,0,0,0
ZNF438,13.440722,13.967031,13.585205,13.632946,14.005779,13.658746,13.261383,12.951422,13.371721
NANP,0.047013,0.057844,0.068611,0.159656,0.177891,0.171017,0.08409,0.115975,0.132942
SEPHS1,9.478462,11.345338,8.708184,6.104986,8.697127,10.168625,7.507501,8.498267,6.087621
GGT7,0.016621,0.027044,0.013592,0,0.024915,0.017989,0.031015,0.043661,0.01808
HIST1H2AL,5.104363,4.523186,4.98836,5.222167,5.335902,5.979725,6.330206,6.295128,6.591968
SNORD11B,12.595095,13.200312,12.93519,12.97747,13.801188,13.154571,13.676777,13.396301,11.944199
BSDC1,4.208197,4.31193,4.107118,3.051541,2.411182,3.114709,2.66232,2.025934,2.234039
CDH20,23.659269,22.563402,23.259754,22.208712,24.456402,23.545864,24.178185,21.948776,23.929152
PCDH11Y,7.956138,8.808889,8.15352,6.840989,7.8148,8.451461,8.497423,9.350933,8.591969
GPR160,3.332527,3.56261,3.91889,3.920104,3.692714,3.408937,2.178189,2.305695,1.962268
KRTAP27-1,4.345414,5.369866,4.636576,3.74157,4.470244,4.883864,4.809939,4.207043,4.559795
LOC100128922,0,0,0,0,0,0,0,0,0
SNORD127,12.476521,8.861145,12.814054,13.308665,13.144497,14.425601,13.148271,9.51854,9.877752
TRIM36,0.301409,0.264628,0.331759,0.328154,0.578564,0.552704,0.580309,0.482207,0.410415
GOLGA7,5.598475,5.425787,6.223182,5.376273,5.364895,7.541158,5.538129,5.68583,5.769753
ANKRD52,13.730394,11.880038,13.418405,9.477364,12.546515,11.737385,12.741982,12.317055,9.941839
DHDH,0.211051,0.206026,0.221047,0.198338,0.158597,0.129288,0.170042,0.176807,0.089325
FANCD2,6.305322,6.0303,6.43874,8.213433,8.441027,8.115929,6.863155,6.342427,6.833199
TEPSIN,0.093999,0.171399,0.087828,0.045888,0.117761,0.085256,0.053562,0.067106,0.121138
SCARNA18,126.856133,128.510696,126.693275,108.933144,112.346039,104.538811,208.753616,179.996597,183.814072
ABCC5,21.752352,21.364634,23.155891,21.916042,26.128723,24.231628,19.961332,20.917717,17.1653
ZBTB7C,10.680104,11.660559,12.795571,11.516566,12.828225,13.712028,18.111767,16.584518,13.964942
ARPC1A,0,0,0,0,0,0,0,0,0
ANKHD1-EIF4EBP3,8.681654,7.571963,9.420715,7.092294,8.465959,8.1521,7.985359,8.723594,10.910972
HBP1,0.003858,0,0,0,0,0.001571,0.000391,0.003632,0
LOC105370613,2.108186,2.863314,2.49966,2.208101,2.550083,2.0814,2.875847,2.968255,2.564997
RGL3,6.160271,6.364655,5.963718,7.446016,7.798574,7.726573,7.909057,7.890664,8.185605
NPIPA1,12.916092,15.533512,14.665154,13.822587,12.76017,16.46707,17.419054,16.093992,12.295106
TP53I11,5.361144,5.004039,5.013123,4.659216,5.815577,5.571009,4.96333,5.194306,5.132049
SARAF,0.889868,0.479424,0.687102,0.081645,0.513917,0.86616,0.463132,0.968507,0.124601
FAM102B,6.378867,4.57014,6.194038,5.941123,6.748757,6.983777,6.3775,6.256772,6.157194
DNPH1,0,0,0,0,0,0,0,0,0
SP140L,5.016773,4.627322,3.934761,4.71021,5.997136,5.49242,6.232841,7.622719,5.967109
TMEM53,81.631454,64.474358,86.682037,67.141563,76.014587,90.45105,67.297089,90.934532,97.298553
FADS2,9.421699,6.205935,8.257351,9.911513,10.589617,11.915198,10.479583,9.905953,12.003373
FEZ2,15.581813,17.094435,16.752747,12.87119,13.183371,14.017256,11.643578,11.592723,12.782947
NPPC,4.658684,4.367442,6.504382,2.743562,5.697108,9.87469,9.012258,7.871543,4.665561
LUC7L,12.388285,11.122267,13.144763,9.881796,11.392483,11.852355,13.098598,10.576216,11.199015
AKAP11,0.261114,0.125556,1.1399,0.875701,1.166078,0.508346,0.058913,0.137886,0.247291
PCA3,19.034422,21.821241,19.624136,24.660599,26.289061,21.544817,25.479389,18.522367,21.611303
SPTY2D1,2.835918,2.843141,3.616566,2.15376,1.193379,1.774075,1.660436,2.208559,3.333677
PDPN,0.042415,0.08593,0.044459,0.059961,0.059127,0.082034,0.043211,0.065924,0.028579
FKBP7,14.880695,14.152258,16.148581,22.907566,25.980249,21.12888,19.284262,18.610476,18.758251
ZNF733P,4.915259,5.542667,6.746984,6.458253,7.797935,6.84519,7.830979,5.898022,6.177258
PRSS35,4.451163,4.819564,3.256613,3.500398,3.747989,5.043308,4.906331,3.497617,2.611195
XRCC1,3.334853,3.623779,3.319866,2.742664,2.857944,4.051402,3.62957,3.745645,3.486043
PABPC5,3.31987,3.159887,2.949953,3.429931,3.817565,3.636561,3.859535,4.316003,4.285367
DUSP12,6.825988,5.38985,5.02029,5.327838,7.439752,8.867213,9.025122,8.975049,5.773797
CRIM1,26.55467,27.13188,27.409132,31.255318,31.484505,31.18387,29.587751,30.638073,30.920626
CHMP2A,9.359985,7.992547,8.160396,6.593006,7.692535,8.239882,7.188418,6.236532,6.766528
MICAL2,0.041555,0,0,0,0,0,0,0.025329,0
ANAPC10,12.598613,11.516572,11.505659,10.327745,11.875224,11.546906,11.676496,10.636863,10.909086
MYL1,25.93372,27.486284,29.331171,20.151962,25.69519,22.528997,28.984013,29.549383,26.313164
OR51A7,34.881538,33.931252,26.323442,26.687565,25.90933,22.26008,28.616335,21.643641,27.087332
VRK3,1.8578,2.111517,2.255407,2.651964,2.571614,2.301838,2.096573,2.113654,1.930072
SNAP25,0,0,0.003234,0,0,0.020731,0,0.021001,0
PPP1R36,2.46751,3.542516,2.448794,3.390939,3.369211,2.871371,3.431264,2.760803,3.657553
THEM5,0.327859,0.23034,0.197653,0.624036,0.620105,0.38716,0.341956,0.248589,0.238581
CSHL1,17.33506,17.935896,17.991798,12.245939,12.1259,13.173237,13.930893,13.765355,13.582084
MSLN,8.661818,8.795905,8.630117,7.63401,7.341689,8.883807,7.261472,5.993362,7.445998
SMIM21,0.189278,0.156196,0.064032,0.157741,0.002374,0.180653,0.127352,0.080087,0.144214
C14orf180,14.837996,14.710924,13.304762,15.075977,14.417559,15.427183,14.082851,14.435513,13.835699
SHROOM3,0.192461,0.239059,0.17139,0.080036,0.358763,0.339344,0.161988,0.107147,0.183728
L2HGDH,16.256834,16.856133,17.580912,12.488619,15.140632,12.614189,9.246333,9.241015,7.493163
VRTN,2.923427,2.30243,2.489667,3.293576,2.701758,4.065224,1.347095,1.079556,1.432344
COL25A1,0,0.026323,0,0,0,0,0,0,0
ALOX5AP,0,0,0,0,0,0,0,0,0
ZBTB7A,0,0.028827,0,0.041577,0.038692,0.040032,0,0.0373,0
DUSP5,0.013145,0,0,0,0,0,0,0,0
SFR1,1.085808,1.288004,1.239532,0.613831,0.691718,0.93682,1.131998,0.657338,0.738584
YRDC,10.552597,11.581973,12.40892,8.256984,12.406788,13.288344,12.171907,13.339988,14.856612
SAA1,4.686571,4.840091,4.756127,5.201597,4.633637,5.244644,5.328468,4.232437,4.764956
TSPY26P,0.913003,0.694462,0.897586,0.977638,0.947013,0.885773,1.248809,0.932008,0.914586
SNORD62B,32.874252,29.791264,37.5434,43.831493,40.983185,46.072609,41.082497,32.206562,15.550746
SLC4A1,22.965242,22.070515,21.698446,20.00321,22.502066,22.927879,20.422033,18.616508,17.832468
MEIS2,4.024471,3.734892,3.99073,3.48979,4.156199,4.432987,4.602958,4.6718,4.863803
OR2A14,33.001331,28.362848,26.039293,17.80303,10.438526,17.351643,16.391703,10.827032,7.556066
LRRC71,0.105756,0.021145,0.097737,0.070555,0.056149,0.068554,0.200794,0.068493,0.065598
NIFK,9.066635,8.966269,8.763356,10.295839,7.326494,12.519791,7.312543,11.642661,13.864919
MOGS,2.437504,1.900899,1.977483,1.88178,2.381014,2.221434,2.468666,2.190558,3.036559
THAP5,14.187276,14.16666,15.019895,12.694169,12.784987,13.323895,15.186179,15.046878,15.73737
ZNF696,0.010085,0.01208,0.010334,0.004767,0.011388,0.013389,0.019536,0,0.010219
ZNF784,0.404879,1.219692,0.463161,0.681756,0.748618,0.772711,0.972808,0.868619,1.623093
DZIP1L,2.913783,5.053562,5.307388,6.082507,5.719511,5.954762,5.660548,4.568239,6.317345
EXT2,15.80267,13.171146,13.431953,14.726414,11.807909,15.884027,13.000305,13.581999,11.826072
SERPINB2,17.183844,15.709678,14.791342,16.443153,16.725296,15.371037,16.196733,15.476987,16.581726
OR6C4,0,0.487129,0.158426,0.129718,0.398447,0,0.061638,0.768369,0.162034
PLCL1,19.163774,19.692011,19.484486,19.748322,21.25849,20.783762,19.398804,19.382957,19.040981
GLRA3,0.329096,0.409668,0.327456,0.595778,0.527655,0.57738,0.580373,0.488838,0.604198
VAPB,1.653072,2.005005,2.0049,2.568204,2.366912,3.152907,2.394796,3.181044,3.044751
LINC01126,22.031853,27.333479,25.610819,24.922699,26.69982,27.54804,31.741663,27.063791,27.15645
HIRIP3,0.141053,0.105651,0.148238,0.024711,0.134096,0.110138,0.043717,0.070228,0.076049
RRN3P2,23.529047,21.535582,23.428791,18.019909,14.871756,16.881046,15.801559,14.205124,16.140766
PLLP,11.008786,12.10258,12.22934,10.502474,12.350225,11.201074,12.234873,10.437996,10.997009
MIR554,12.987794,14.505486,13.592727,18.99943,25.906494,25.783127,14.951258,16.520432,15.140289
MIR617,0.004068,0.008552,0.264229,0.015515,0.032284,0.09067,0.2029,0.334197,0.001653
LDHD,2.980548,2.984666,2.712244,3.464222,3.837083,3.558177,4.038026,4.421123,4.122293
UBE2V1,2.268909,1.653152,1.845089,2.519644,2.17263,2.221569,1.640859,1.437088,1.438956
GLP2R,5.752619,3.170929,4.017644,1.949622,2.327024,1.709163,2.24295,1.139351,1.40663
DGKG,99.363182,104.371651,102.516998,110.92305,118.918121,121.097679,134.101715,138.220764,145.89093
CD300LF,0.062245,0.09283,0.097221,0.047573,0.023197,0.061929,0.163269,0.190513,0.140107
RPS6KA4,0.274535,1.088171,0.345469,0.285551,0.243196,0.300879,0.781577,0.183398,0.228524
CSN1S1,0,0,0,0,0,0,0,0,0
PIK3CD,0.172243,0.086683,0.166401,0.135475,0.09265,0.173234,0.213185,0.132246,0.236829
MCPH1,10.380614,10.349674,10.044234,8.163035,8.030854,8.914521,8.541695,7.89858,7.492726
TNNI3K,0.260291,0.265646,0.269892,0.526332,0.301008,0.399383,0.119406,0.110448,0.128067
SMIM19,15.020306,13.182481,12.467942,6.595562,6.745196,10.315797,11.832584,11.935861,11.664252
TTTY3B,17.21929,20.056402,21.479527,18.296679,18.134697,22.476809,19.541782,20.489296,23.086077
GJD4,0.175101,0.101771,0.095258,0.115416,0.155973,0.170351,0.181389,0.123368,0.103303
OR5M3,0,0,0,0,0,0,0,0,0
WNT3,10.313496,8.344926,13.708669,6.285458,7.69173,12.922977,7.079118,2.978968,4.798583
EIF5AL1,1.304192,1.5284,1.750724,0.430707,0.401805,1.409922,0.571438,0.863946,0.831454
MKKS,0.032127,0.023557,0.043898,0.046019,0.019602,0.037404,0,0.023993,0.015711
CNKSR2,0,0,0,0,0,0.043272,0,0,0
LINC01405,4.771229,5.889323,5.385005,5.124183,4.37111,5.17509,5.739367,4.011104,4.120329
CYP19A1,0.886899,0.869433,0.787344,1.067021,1.040255,0.943019,0.90168,1.513897,1.304319
VENTXP7,11.698689,12.434799,12.937072,11.167041,9.902,10.714916,11.51646,7.74851,7.451182
OR1A1,2.405226,2.639345,4.101768,1.98959,1.837166,1.918684,1.263416,1.273595,0.886848
ATMIN,2.518273,1.186054,3.644787,3.003348,1.797147,1.982113,1.705608,1.430645,1.4221
CNTN5,1.356875,1.322465,0.565639,0.495663,0.51452,1.075223,0.735147,1.160332,1.613516
CYP2F1,6.576493,7.011281,5.850847,6.884312,6.951439,6.851116,8.099384,7.094809,8.013664
C16orf74,6.953987,6.010728,11.907724,9.159437,8.37093,8.745987,8.699268,6.03977,7.931722
PMVK,17.088867,17.867611,18.072769,20.000154,23.078718,22.984919,26.565006,28.067463,28.610037
PTBP2,0.517472,0.478619,1.50163,0.891382,0.617386,1.107012,0.715879,1.172371,0.692722
BMPR1A,0,0,0,0,0,0,0,0,0
TNK1,7.633828,8.395757,8.441586,6.246992,7.275511,8.060373,9.587001,9.04294,9.055019
ADORA1,38.876839,36.720837,36.02829,31.721943,37.595955,35.45953,39.865349,38.711323,35.445457
P4HA1,0.773432,0.650784,0.686285,0.67843,0.889087,0.788073,0.8536,0.74035,0.669497
LINC00704,0.979368,1.648501,1.235569,0.49775,0.878022,1.272116,1.072785,0.979405,2.104901
SNORD60,1.800438,1.344346,1.270688,1.14646,1.427678,1.279048,1.700191,1.726348,1.722289
RYBP,2.875692,2.748853,2.846632,2.044334,2.369331,2.445627,2.433738,2.895793,2.838742
EMP3,3.588545,5.360517,3.887592,4.198111,4.818097,5.716733,5.527048,3.897201,3.82561
SPINK14,0.226293,0.164857,0.039248,0.195854,0.078758,0.184788,0.114824,0.139117,0.25352
DLG2,18.14463,16.068995,16.688749,14.571579,15.512378,17.357676,17.725573,21.775766,23.659302
AKAP3,1.255688,0.671059,0.92496,0.847872,0.979212,0.999057,0.650763,0.717911,0.53181
MIR153-2,1.583533,1.672337,1.632184,1.52528,1.961684,2.263313,2.206486,2.124565,2.341855
HAUS1,7.41,9.05114,12.945311,8.557115,11.046375,5.167023,6.618798,8.546901,11.181868
PRAC1,14.326633,12.923383,14.029779,11.952501,13.602904,12.807502,12.41069,12.167824,12.838255
C9orf24,6.356055,4.631636,7.791161,1.823754,5.860112,4.68496,3.922587,3.784266,3.400944
WSB2,1.558492,1.250662,1.859464,1.583596,2.380155,2.230183,3.832653,2.013248,2.079875
PRIMPOL,0.17821,0.207069,0.246407,0.14879,0.201918,0.251974,0.251545,0.151425,0.083178
C17orf64,19.180197,22.25478,23.098042,17.933527,20.696257,20.458565,19.938795,20.745998,18.529634
ZC3HC1,9.573146,10.174568,10.900305,10.256424,10.942053,9.113923,9.918883,8.811245,11.052539
DCDC2C,37.932526,38.680614,36.541637,39.977676,45.080521,47.069096,40.451843,41.011154,39.947727
TTLL7,4.682417,3.432345,4.634506,2.485255,3.522245,2.727244,3.218492,3.450223,1.991972
MIR92B,7.999334,6.257447,6.48307,6.216816,6.807079,5.738842,6.914748,7.274245,5.535342
POLRMT,24.999037,25.193108,28.964308,18.329098,18.013737,20.617985,29.918879,25.475298,26.333685
SRGAP2,11.054361,13.675073,12.340284,10.590025,11.314807,12.449882,12.915053,11.627914,11.860955
IQSEC1,12.21548,13.212722,16.989988,26.80596,30.990856,22.204168,18.465307,17.400183,16.849255
SCAMP4,2.465912,2.258351,0.082786,0.065221,0.083586,1.224739,1.229477,2.124117,2.260749
C14orf1,0.401871,0.764244,0.512152,0.545373,0.696564,0.775263,0.653027,0.871777,0.63911
NDUFB11,23.939751,27.832653,24.825853,24.634756,25.880995,32.194832,26.178827,29.161184,27.932192
SPSB3,0.671002,0.49774,0.523543,0.262853,0.415188,0.438843,1.063529,1.267273,1.15904
MFSD8,1.346777,3.773124,5.454383,1.882913,4.893396,1.666499,2.755447,3.900406,3.542524
SPATA13,4.538225,2.14377,3.021962,3.618106,3.707949,3.255538,3.27424,3.373733,4.48882
FAM110A,14.205038,13.711931,14.000917,12.933409,14.591583,14.719057,13.437425,12.97753,12.675645
FAM111B,6.522553,6.397853,4.127544,4.964478,6.077409,6.197263,10.23067,8.999654,11.817962
TRAV20,9.253122,7.915872,8.42174,5.645409,7.344825,8.0804,7.722212,7.034154,6.512427
ZNF705G,8.506801,8.461368,8.917336,9.320047,11.703788,12.357312,10.338907,11.991983,12.995581
SLC31A1,7.440004,6.197202,5.288999,6.374129,12.178833,8.633891,14.234714,11.318804,16.350208
MAGOH,0.036882,0,0.00467,0.052142,0.010755,0.088797,0.049638,0,0.082379
SIAH3,5.554786,7.193788,6.252617,6.338095,6.772706,5.600596,5.514607,5.69312,4.760203
MURC,3.176752,3.890268,3.88874,4.475349,5.462851,4.995199,5.104343,5.511374,5.130621
ADAMTS15,4.706646,4.745009,4.687204,3.889258,4.253905,4.407096,4.56493,3.971929,3.922489
PEX5,6.273209,5.553884,5.817995,5.086181,7.049689,5.410426,8.878543,4.421976,4.735193
DIABLO,36.142467,36.728062,35.949306,30.382269,36.960583,36.149059,37.676968,39.022423,39.174446
DOCK11,2.903632,3.53086,3.117761,2.994077,3.086819,3.30329,4.269021,3.963971,3.974282
S100A11,0.054793,0,0.024305,0,0,0,0,0,0
GBP5,6.336579,6.961275,7.022782,5.185341,6.287803,5.489054,6.717939,6.283746,5.792718
HOXB3,0.008607,0.027405,0.008803,0.017291,0.027421,0.036648,0.015189,0.007822,0.003125
UBR2,70.806541,65.360298,65.731964,62.601292,65.306503,64.19239,53.410542,48.810612,45.828716
CLUHP3,5.775522,4.754393,5.433553,4.111708,4.524251,3.50363,3.624295,3.781322,3.999136
SKIV2L2,31.210266,27.905046,32.277206,41.375084,38.36058,38.768196,22.446926,21.249359,23.614779
ING1,10.453263,12.677298,9.132339,7.967039,9.043673,8.107494,11.440537,10.446317,8.797324
CHRM1,0,0,0,0,0,0,0,0,0
LINC01177,3.845371,4.120875,4.08536,3.947481,3.394565,3.973652,4.20473,4.559477,4.561515
FUCA1,16.917532,18.391527,16.511023,15.728498,16.679617,17.458809,15.917534,15.440136,15.375354
MIR559,19.493107,19.572487,19.55768,22.080736,21.293692,21.204185,24.591692,22.259594,21.439157
ZNF479,21.443377,17.331192,21.995728,19.145847,16.620232,18.675676,15.288266,16.178766,17.784063
MIR363,0,0,0,0,0,0,0,0,0
DYNLT3,5.172913,5.830539,5.030433,4.471039,4.724856,5.439342,5.088264,5.379427,4.960581
PLCB2,1.593499,1.798367,1.636597,0.773715,1.543164,2.085086,1.13667,1.289259,1.586169
NAGS,3.187,3.722373,2.861191,3.421491,3.455856,3.773924,3.173477,3.940827,5.152043
LOC100130238,0.440755,0.483201,0.404158,0.271667,0.46497,0.59355,0.430719,0.192388,0.458732
ELOVL4,6.24461,5.245688,4.683591,4.699545,5.734173,5.143593,4.988351,5.750329,6.103611
GCGR,25.452209,20.643446,22.466183,22.246143,23.306728,24.573315,24.742928,23.998468,23.819939
KCNQ2,5.219923,4.265975,4.734944,4.014462,5.088318,5.050314,4.084612,3.332925,4.026786
SNORA57,0.018621,0.02303,0.034622,0,0,0.004264,0,0.025604,0
KRTAP21-2,3.366565,3.188136,3.942165,3.188096,3.562342,4.033446,7.978922,6.136117,5.648647
EEFSEC,9.309959,6.465472,7.993193,6.841145,7.809978,8.042173,4.988747,5.865632,5.463284
CENPP,7.565145,5.590666,14.098557,6.761963,5.237383,12.980625,13.680613,11.249686,3.935606
MED31,0,0,0,0,0,0,0,0.009203,0
C6orf203,1.970513,0.668143,1.640903,0.861727,0.410074,0.404196,0.59869,0.83297,0.440513
FAM205C,6.285474,6.610949,6.747672,6.039869,5.399819,6.106807,5.462802,5.757449,6.28841
TTPAL,13.498395,12.032794,13.428235,13.208817,14.168828,13.441743,13.073987,12.291023,13.255419
EFTUD1P1,22.146019,23.824915,22.745258,18.701817,18.046503,18.757864,18.490328,12.671762,13.181285
LRP6,6.309056,5.678376,6.322214,5.970638,6.080708,6.646839,5.456182,4.58498,4.63177
LTBR,0.262011,0.182262,0.223297,0.482026,0.317539,0.427672,0.130103,0.060658,0.093763
TRIM27,0.024655,0.049177,0.064864,0.190342,0.09519,0.0372,0.029193,0.044943,0.026081
ITPR3,3.022725,3.138153,4.257448,3.645889,2.985439,2.702811,3.242832,3.183471,3.112636
KIF13B,0.086905,0.073672,0.08096,0.073196,0.066839,0.133184,0.024022,0.071478,0.047307
NRN1L,0.039904,0.026293,0.028701,0.012094,0,0,0.093576,0,0.028587
SNORA37,4.808458,5.315342,5.805516,6.977347,6.896276,5.405635,3.936369,3.892391,2.999894
LOC107984813,4.684398,4.317059,4.919739,4.444282,5.795243,4.976222,5.518692,4.941247,5.02033
THBS2,0.13253,0.073967,0.0829,0.059126,0.153342,0.159943,0.679012,0.1846,0.069597
TMTC1,0.767384,0.767504,1.05179,1.947709,2.439386,2.018016,0.505561,0.73238,0.608477
FAM71F1,6.411319,6.446754,7.279582,6.601198,7.287661,6.505918,6.739771,6.178607,6.721851
IARS,17.289093,18.000023,15.961762,15.663973,18.497644,23.580648,35.52874,33.962139,33.219852
IL13RA2,3.2833,3.609747,3.337932,3.344243,2.966068,3.460263,3.049057,3.287456,2.540525
C8A,36.766068,37.789497,43.220978,34.791306,35.221134,34.870983,34.192142,31.488756,30.720282
FRK,1.936681,1.896691,2.412498,1.725653,2.73646,2.439712,1.597055,0.997196,1.530466
CFAP65,5.495151,5.83947,5.489958,5.797808,6.879336,6.592495,5.562704,5.876425,6.727005
DMTF1,11.502329,11.634585,12.042945,12.211537,12.586702,13.51635,12.933897,11.643235,12.098734
TMEM59,2.515055,2.309372,2.489069,2.675632,2.888931,2.604775,2.262737,2.304846,2.050688
CDC16,2.888233,2.280074,1.950742,2.22371,2.307051,3.684312,2.783377,2.749427,4.694864
SCG3,0.97933,1.156464,1.733597,0.892348,1.636207,1.236761,2.331419,1.811679,2.01928
MED4,6.794302,4.034945,5.885727,8.624078,3.35137,6.175845,4.479206,5.942103,4.776451
MEX3D,78.886894,81.191193,84.405151,68.85675,75.532204,75.375076,89.178474,86.689552,83.240295
TCAIM,2.381807,2.424288,2.755278,2.988618,3.413162,3.375282,3.109434,3.28566,3.719932
GORASP2,0,0,0,0,0,0,0,0,0
CYP4Z1,8.454494,7.184062,6.91508,7.676186,8.204659,8.003546,8.169374,7.35745,9.125029
RSPH10B,7.02917,7.929233,4.82616,6.999768,6.417105,8.074153,8.265682,8.89854,8.467669
OLFM3,0.045513,0.08722,0.078262,0.028649,0.021334,0.025466,0.020451,0.007873,0.051318
LRIG2,0.142912,0.141884,0.38199,0.131525,0.152762,0.091573,0.038075,0.06925,0.03969
USP17L24,8.626383,8.668845,8.325565,7.88709,9.489238,8.109131,11.926051,12.139141,12.202054
EPHA10,10.523053,11.253298,9.848374,9.865276,10.676353,11.458092,11.035905,10.058545,9.590193
TRPC3,11.741961,12.281696,11.247101,13.741179,13.7346,13.085517,13.106672,12.803337,13.406146
CPN2,7.009479,7.879316,7.517838,6.639926,6.447796,8.011456,6.52343,6.516877,6.988502
SLC1A2,2.940095,3.145897,2.740418,3.500038,3.283332,2.902906,1.887494,2.941031,1.800912
NBPF14,12.781478,12.343364,11.908103,10.399191,12.994366,11.901095,10.250817,10.510434,10.56081
STAT6,3.228633,3.590345,3.324521,2.311222,3.728698,3.69909,3.819342,2.747433,3.382541
VGLL1,12.811872,11.694161,13.105824,10.015545,10.522012,11.273333,9.169574,8.505491,8.092857
SNORA70,19.030785,19.808458,17.984982,14.674157,17.197517,15.931977,14.931564,14.650191,14.630822
MMAA,0,0,0,0,0,0.05192,0,0,0
RPE65,0.51406,0.512677,0.153881,0.201968,0.113328,0.419586,0.469111,0.384996,0.485478
KIFC1,0.003931,0,0,0,0,0,0,0,0
BCKDHA,9.316792,10.195176,9.486456,9.37302,9.913625,9.406954,8.59368,8.002437,9.012955
LRRC34,7.83692,7.660018,5.773864,8.442515,8.938409,7.904053,6.829735,8.028359,9.589035
B3GALT5,7.396719,7.968251,8.057268,7.40577,8.027592,7.358229,7.815039,6.955964,6.907651
TMUB2,0.704396,0.422689,0.017989,0.899636,0.310286,0.068977,0,0.013094,0
SIN3B,16.941591,14.442997,19.41506,20.326468,23.870975,20.320553,14.743026,14.149124,16.429569
HSPA2,2.10002,3.008444,2.69331,3.30868,2.72817,4.214406,3.601347,4.040336,3.910139
SLC4A1AP,21.001532,21.155527,20.141119,20.748138,21.219112,21.754297,25.054729,23.955881,25.414627
MIR770,9.276461,9.95438,7.114479,9.183681,9.18147,9.059868,8.405921,7.177712,7.155025
PPIAL4C,0.375671,0.393552,0.934212,0.445399,0.65168,0.270478,0.14312,0.168942,0.204175
UBE2T,65.973389,58.972996,66.023178,54.349262,54.011021,55.949818,59.806946,55.580124,56.334923
CLUH,15.914818,15.803042,15.464812,19.232038,18.033911,17.14447,15.193304,14.488684,14.514963
ZFP91,0,0.026041,0.019166,0.015929,0.067918,0.077667,0.060392,0.035275,0.043908
TM9SF1,0.120995,0.33755,0.249749,0.217707,0.099399,0.206963,0.386686,0.146156,0.326572
ATP6V1H,0.01192,0,0,0,0,0,0,0,0
FAM156B,43.788555,28.364473,37.19315,39.545803,44.930973,28.296831,47.517796,37.433346,39.107944
C2CD4D,5.505305,4.44241,3.534973,6.43874,6.761758,5.556487,7.034109,6.145287,6.849156
